word	rank_a	rank_b	english
nositi	1049	1343	to carry, bring
pri	1050	998	close to, near, at
uzela	1051	1041	to take
skroz	1052	957	through
slatko	1053	1133	dessert
usput	1054	1150	by the way
pomaže	1055	995	third-person singular present indicative of pomagati impf
kosu	1056	1061	hair
veza	1057	1009	connection, link
proći	1058	1055	to pass, go
brodu	1059	1093	ship
snage	1060	1129	strength, power
glup	1061	1025	stupid, foolish
prsten	1062	1080	ring
hrana	1063	1048	food
krenuo	1064	1003	to move, set in motion
klub	1065	1065	club
dopustiti	1066	1382	to allow, permit, let
vesti	1067	686	to embroider
sljedeći	1068	1873	next, following
ženom	1069	963	woman
uglavnom	1070	1005	mostly, in general
tražiti	1071	1225	to seek, look for, search
živa	1072	1023	live, alive
ušao	1073	987	to enter, go into, come in
smešno	1074	653	ridiculously, funnily
idiot	1075	1066	teleprompter
zaboga	1076	1021	for goodness' sake!
klinac	1077	1141	kid, child
pristup	1078	1165	access
ženi	1079	969	woman
glupa	1080	1043	stupid, foolish
devet	1081	1072	nine
ozbiljan	1082	1073	serious
ured	1083	1666	office
autu	1084	1270	car, automobile
strah	1085	1044	fear, dread
svu	1086	1051	feminine accusative singular of sȁv
davno	1087	1069	long ago
celu	1088	718	whole
seksi	1089	1110	sexy
slučajno	1090	934	accidentally
dobrodošli	1091	1053	welcome
brak	1092	1013	marriage
dođem	1093	950	to come, arrive
program	1094	1140	program
promijeniti	1095	1962	to change
normalno	1096	1024	normally
zanimljivo	1097	1030	interestingly
mirno	1098	1067	peacefully
desno	1099	1103	right
para	1100	999	steam
hotel	1101	1047	hotel
rano	1102	1039	early
gle	1103	1185	look, behold
bolestan	1104	1079	sick, ill
prekasno	1105	1119	too late, belatedly
narod	1106	1092	people
žrtva	1107	997	sacrifice
mišljenje	1108	996	opinion
smijem	1109	1744	may, can
dece	1110	770	children
cure	1111	1443	girl
zlato	1112	1148	gold
nosim	1113	1020	to carry, bring
napokon	1114	1272	finally, at last
lik	1115	1086	form, shape, figure, appearance
ljut	1116	1097	angry
vodim	1117	1045	to lead
mislimo	1118	1116	to think
dođeš	1119	964	to come, arrive
nos	1120	1085	nose
poruka	1121	1136	message
kul	1122	892	cool, in a cool manner
krenuti	1123	1449	to move, set in motion
objasniti	1124	1331	to explain
boje	1125	1131	color, tint
pogledati	1126	1458	to look, glance, cast an eye upon
stići	1127	1033	alternative form of stȉgnuti
sledeći	1128	673	next, following
divan	1130	1037	wonderful
budala	1131	1000	fool, idiot, simpleton
čime	1132	994	what
signal	1133	1229	signal
vikend	1134	1164	weekend
duže	1135	1015	debt
mladi	1136	1088	young
obojica	1137	1075	both
najmanje	1138	1149	least
tajne	1139	1137	secret
rekoh	1140	1029	to say
zadržati	1141	1375	to keep, retain, withhold
detektiv	1142	1227	detective
totalno	1143	1220	totally, completely
rado	1144	1106	gladly, happily
uzeli	1145	1157	to take
ples	1146	1145	dance
pokret	1147	1210	move
igre	1148	1189	play
ondje	1149	1605	there, over there
sud	1150	1114	court
advokat	1151	1074	advocate, attorney, lawyer
glupi	1152	1159	stupid, foolish
riješiti	1153	1856	to solve
čisto	1154	1082	purely
metak	1155	1198	bullet
kamion	1156	1269	truck
pita	1157	1089	to ask
očima	1158	1019	eye
prilika	1159	1098	opportunity
odmor	1160	1101	rest, relaxation
zid	1161	1171	wall
nikako	1162	1050	in no way
pakao	1163	1153	hell
zauzet	1164	1169	reserved, engaged
umesto	1165	723	instead of
čudo	1167	989	wonder, miracle
ocu	1168	1081	father
stiže	1169	1071	to arrive, reach
ulice	1170	1208	street
stare	1171	1144	old
tiho	1172	1237	quietly, silently
njegovim	1173	1123	his
ostala	1174	1102	the other
dokaze	1175	1176	proof, evidence
prijateljima	1176	1201	friend
novine	1177	1156	newspaper
obzirom	1178	1146	consideration, care, respect
naučiti	1179	1317	to teach, train, instruct
iste	1180	1120	same
konja	1181	1007	horse
pozvati	1182	1361	to call
počeli	1183	1046	to begin, start, commence
gladan	1184	1135	hungry
odluka	1185	1235	decision
mesec	1186	775	moon
grupa	1187	1173	group
platio	1188	1177	to pay
stanje	1189	1209	condition, state
ruka	1190	1168	arm
dobije	1191	1167	to receive, get, obtain, acquire
šala	1192	1130	joke
nekome	1193	1183	dative of nȅtko / nȅko
otkaz	1194	1244	resignation
partner	1195	1303	partner
boriti	1196	1494	to fight, struggle
dama	1197	1147	lady
nož	1198	1142	knife
kraljica	1199	1304	queen
škola	1200	1174	school
kolima	1201	954	wheel
ubojica	1202	1776	murderer, killer
tjedna	1203	1734	week
ujutru	1204	864	in the morning
zvuk	1205	1204	sound
cilj	1206	1191	aim, goal, purpose
istu	1207	1255	same
težak	1208	1095	heavy, weighty
čaj	1209	1026	tea
tajnu	1210	1186	secret
uđite	1211	1058	to enter, go into, come in
slično	1212	1087	similarly
mami	1213	1266	to lure, entice
odličan	1214	1036	excellent, great
let	1215	1181	flight
večer	1216	1628	evening
centar	1217	1217	center / centre
oba	1218	1286	both
ratu	1219	1282	war
vojska	1222	1380	army
baka	1223	1309	grandmother, grandma
tatu	1224	1203	dad, daddy
unutar	1225	1358	within, inside, in
šansa	1226	1151	chance, opportunity
nađi	1227	1242	to find, discover
dug	1228	1228	debt
poslala	1229	1278	to send
situacija	1230	1300	situation
dovesti	1231	1480	to transfer something by driving
kreten	1232	1230	cretin
divna	1233	1127	wonderful
lep	1234	817	nice, pretty
udarac	1235	1247	hit, punch, knock, whack
more	1236	1192	an anxiety-inducing concern, a hardship
gđa	1237	1134	Mrs
nosiš	1238	1100	to carry, bring
broda	1239	1320	ship
pravim	1240	1180	pure, true, genuine
deda	1241	849	grandfather
vino	1242	1206	wine
dokaza	1243	1239	proof, evidence
poslali	1244	1262	to send
proveo	1245	1298	to lead, guide, take
boja	1246	1533	color, tint
ugovor	1247	1193	contract
upomoć	1248	1162	help!
kontakt	1249	1305	contact
iskren	1250	1248	sincere, honest
pali	1251	1267	to kindle, light, set fire to
meso	1252	1233	meat
dnk	1253	1274	initialism of dezoksiribonukleinska kiselina
veći	1254	1121	big, large
los	1255	1485	moose
nažalost	1256	1084	unfortunately
putovanje	1257	1212	travel
uništiti	1258	1389	to destroy, annihilate
troje	1259	1240	three
supruga	1260	1216	wife, female spouse
osobe	1261	1302	person
bob	1262	1288	broad bean
spavanje	1263	1195	sleep, repose
osobu	1264	1321	person
zauvek	1265	762	forever
star	1266	1254	old
igraš	1267	1064	to play
otvoriti	1268	1572	to open
komad	1269	1436	piece, part
ukoliko	1270	1155	if
hiljada	1271	1109	thousand
govor	1272	1333	speech
uhvatiti	1273	1529	to grab, seize, take hold of
kćer	1274	1594	alternative form of kćȋ
daju	1275	1265	third-person plural present of davati
pojavio	1276	1245	to appear, emerge
jede	1277	1218	to eat, consume
puna	1279	1319	full, filled
doista	1280	1616	truly, indeed
izlaz	1281	1356	exit
doviđenja	1282	1070	goodbye!
životinja	1283	1199	animal
sreća	1284	1099	happiness
kriva	1285	1175	guilty, culpable
strana	1286	1306	side
volimo	1287	1290	to love
pozdrav	1288	1313	greeting, salutation
ustani	1289	1360	to stand up, rise, get up
zadnja	1290	1593	back, rear, hind
postane	1291	1196	to become, turn, get
riba	1292	1292	fish
jučer	1293	1684	yesterday
osiguranje	1294	1534	insurance, assurance
završila	1296	1259	to end, end up, wind up
razmišljam	1297	1091	first-person singular present of ràzmisliti
obrada	1300	1197	processing
tišina	1301	1154	silence
ubija	1303	1287	third-person singular present of ubijati
meta	1304	1414	target
tad	1305	1314	then, at that time
ubojstvo	1306	1866	murder
vraća	1307	1126	third-person singular present of vraćati
prošlost	1308	1179	past, history
mnoge	1309	1338	many
jednoj	1310	1322	one
zamisliti	1312	1653	to imagine
kvragu	1313	1950	damn, dammit
otkriti	1314	1561	to uncover, unveil
koriste	1315	1340	benefit, advantage, use
pamet	1316	1223	prudence
zlo	1317	1294	bad
engleski	1318	1366	in an English manner, as an Englishman
taksi	1319	1260	taxi
nek	1320	1289	let, may
odluku	1321	1301	decision
snagu	1322	1323	strength, power
sladak	1323	1335	sweet
umoran	1324	1279	tired
mada	1325	1042	although
usred	1327	1388	in the middle of
prosto	1328	915	rudely, uncivilly, grossly
zamisli	1329	1231	to imagine
heroj	1330	1351	hero
živote	1331	1291	life
vrste	1332	1374	kind, sort
popodne	1333	1263	afternoon
zabrinut	1335	1359	worried
operacija	1336	1481	operation
kuca	1337	1971	doggy, puppy
prokleto	1338	1461	to curse
jak	1341	1277	strong
restoran	1342	1393	restaurant
vaši	1343	1236	louse
grozno	1344	1326	terribly
govno	1345	1437	when used in singular: turd Example: Posrao sam baš veliko…
miči	1346	1619	to move
drvo	1347	1341	tree
voditi	1348	1607	to lead
suviše	1349	1001	too, excessively
pritisak	1350	1308	pressure
priznati	1351	1568	to acknowledge, recognize
petak	1352	1399	Friday
hitno	1353	1316	urgently
nedavno	1354	1401	recently
laži	1355	1311	lie, untruth, falsity, fib
zavisi	1356	1108	to depend
pol	1357	1139	half
skupa	1358	1913	together, jointly
krivica	1359	1280	guilt, blame, fault
napustiti	1360	1673	to leave
general	1361	1406	general
prošlosti	1362	1307	genitive/dative/vocative/locative/instrumental singular
vlasnik	1363	1386	owner
zube	1364	1429	tooth
traje	1365	1327	to last, continue
kosa	1366	1412	hair
čuje	1368	1158	to hear
sumnje	1369	1284	doubt, suspicion
jutra	1370	1256	genitive singular
umreti	1371	833	to die
obožavam	1372	1296	to adore, admire
doručak	1373	1214	breakfast
bivši	1374	1350	former
pucaj	1375	1477	to crack, break, burst, split
išli	1376	1334	to go, walk
fer	1377	1283	fairly
noću	1378	1207	at night, by night, in the night
slušati	1379	1715	to listen
voziti	1380	1747	to drive
čujete	1382	1213	to hear
čekaju	1383	1293	to wait, await
nalog	1384	1430	instruction, direction, orders
park	1385	1465	park
iko	1388	1398	anybody, anyone
pratiti	1389	1766	to follow
sunca	1390	1385	sun
odavno	1391	1257	a long time ago
čuj	1393	1234	to hear
odgovornost	1394	1354	responsibility
mame	1395	1514	to lure, entice
pijan	1396	1342	drunk, intoxicated
love	1397	1541	hunt, hunting
borba	1398	1463	fight
primer	1399	884	example, instance
odvratno	1400	1403	repulsively, detestably, abhorrently
ruci	1401	1424	arm
volite	1402	1368	to love
narode	1403	1336	people
gori	1404	1355	worse, comparative degree of zȁo
ponosan	1405	1413	proud
nečega	1406	1246	genitive of nȅšto
dar	1407	1460	gift
licu	1408	1425	face
motor	1409	1275	engine, motor
mrzi	1410	1400	to hate
otprilike	1411	1440	approximately, about
bliže	1412	1357	near, close
država	1413	1508	country
njenom	1415	1349	her, hers
vojnik	1416	1462	soldier
miris	1417	1347	smell, odor
rupu	1418	1444	pit, hole
nađe	1419	1232	to find, discover
milion	1420	1253	million
poznato	1421	1397	to know, have knowledge of
osećaj	1422	755	feeling
informacija	1423	1499	information
dođu	1424	1377	to come, arrive
kamera	1425	1501	video camera
milja	1426	1510	mile
gospođa	1427	1249	Mrs
stariji	1428	1404	comparative degree of stȁr
lovu	1429	1560	hunt, hunting
sudu	1430	1467	court
veće	1431	1268	council
bolest	1432	1387	sickness, disease
sudbina	1433	1411	fate, destiny
nađeš	1434	1205	to find, discover
prihvatiti	1435	1649	to accept
šalim	1436	1396	to joke; to joke around
pravilo	1437	1497	rule
dužnost	1438	1371	duty
potez	1439	1559	stroke, move
popraviti	1440	1811	to fix, repair
savršen	1441	1352	perfect, faultless
opasnost	1442	1468	danger
bacio	1443	1417	to throw, cast
sredi	1444	1364	Wednesday
vođa	1445	1427	leader, guide
snaga	1446	1470	strength, power
kurva	1447	1555	whore, prostitute
izvor	1448	1464	well, wellspring
kupila	1449	1439	to buy, purchase
grudi	1450	1472	thorax, chest, breast, bosom
prodaje	1451	1516	sale
laž	1452	1376	lie, untruth, falsity, fib
nedelja	1454	953	Sunday
glupost	1455	1426	stupidity, foolishness, nonsense
duga	1456	1532	long
ček	1457	1362	cheque
vrat	1458	1452	neck
kopile	1459	1420	bastard
stati	1460	1713	to stop, halt
provesti	1461	1724	to lead, guide, take
važan	1462	1299	important
gej	1463	1295	a gay person, homosexual
kamen	1464	1346	stone
budućnosti	1465	1332	future
nijedan	1466	1384	no one, none, nobody
pala	1467	1422	feminine singular active past participle
poznat	1469	1478	well-known, known
posto	1470	1855	percent
zla	1471	1475	evil, malicious, bad, mean, wicked
kojih	1472	1483	masculine genitive plural
ribe	1473	1521	fish
pametno	1475	1418	intelligently, prudently, reasonably, wisely
zločin	1476	1348	crime
razlika	1477	1459	difference
raj	1478	1528	heaven, paradise
krug	1480	1392	circle
igrao	1482	1441	to play
muzika	1483	1446	music
vodite	1485	1445	to lead
bomba	1486	1581	bomb
sramota	1487	1405	shame, disgrace
odjebi	1488	1606	second-person singular imperative of odjèbati: fuck off, go…
zadrži	1489	1447	to keep, retain, withhold
mozga	1490	1431	brain
istom	1491	1482	same
neprijatelj	1493	1564	enemy
visoko	1494	1526	highly, high
bebe	1495	1513	baby, infant
kupi	1496	1373	cup, goblet
opasan	1497	1487	dangerous
smeće	1498	1632	trash, waste, garbage
kažemo	1500	1271	to say, to state
dokazati	1501	1845	to prove
trik	1502	1506	trick
noćas	1503	1318	tonight
rada	1504	1504	indefinite masculine/neuter genitive singular
pošalji	1505	1486	to send
ženama	1506	1407	woman
kratko	1507	1434	shortly
činjenica	1508	1383	fact
večera	1509	1339	supper, dinner
gledala	1510	1492	to watch, look, see
jedem	1512	1390	to eat, consume
sedite	1513	1022	to sit
spasi	1514	1618	to save, salvage
ujak	1515	1646	maternal uncle
tima	1516	1518	team
izađe	1517	1408	to go out, leave, come out, get out
bre	1519	1038	used to insist on or emphasize something being said or…
novom	1520	1505	new
nivo	1521	1523	level
prodati	1522	1833	to sell
treći	1524	1379	third
nosio	1525	1484	to carry, bring
profesor	1526	1490	professor
autobus	1527	1636	bus
ocem	1528	1448	father
crna	1530	1602	feminine nominative/vocative singular of cȓn
plati	1531	1450	to pay
nesreća	1532	1423	accident
ostavili	1533	1530	to leave
odgovoran	1535	1542	responsible
blago	1536	1409	mildly, gently
pete	1537	1802	heel
poći	1538	1611	to go, go away, leave, depart
nadao	1539	1553	to hope
zahvaljujući	1540	1367	thanks to
prodao	1541	1531	to sell
haljinu	1542	1598	dress
rođen	1543	1503	born
vrhu	1544	1586	peak
gomila	1545	1473	tumulus, barrow, burial mound or cairn
čudovište	1546	1451	monster
ukus	1547	1432	taste, as in a person’s implicit set of preferences,…
ubrzo	1548	1557	soon
krivi	1549	1580	guilty, culpable
pucao	1551	1634	to crack, break, burst, split
poštovanje	1552	1476	respect, esteem
kom	1553	1224	to whom
dvaput	1554	1585	twice
zgodan	1556	1575	handsome, pretty, attractive
ćerka	1557	959	alternative form of kćérka
meri	1558	1002	to measure
ptica	1559	1549	bird
krenuli	1560	1512	to move, set in motion
stanice	1561	1624	station
odnos	1562	1479	relationship
iskoristiti	1563	1908	to use, utilize, make use of
direktno	1564	1579	directly, straight
most	1565	1668	bridge
gledali	1566	1495	to watch, look, see
prostor	1567	1577	space
loptu	1568	1544	ball
slobodu	1569	1576	freedom
ulogu	1570	1509	role
stoj	1571	1562	second-person singular imperative of stàjati
iznenada	1572	1455	suddenly, unexpectedly
voz	1573	1226	train
poljubac	1574	1610	a kiss
direktor	1575	1599	director
pojesti	1577	1868	to eat, consume
kiša	1578	1489	rain
ptice	1579	1625	bird
princ	1580	1748	prince
snimak	1581	1419	footage, recording
javiti	1582	1895	to inform, notify, let know
nasamo	1583	1551	in private, alone, face-to-face
mogućnost	1585	1456	possibility, potentiality
selo	1586	1453	village
čas	1587	1251	moment
vodio	1588	1597	to lead
gđica	1589	1540	Miss, Ms
nebo	1590	1537	sky
čudan	1591	1370	strange, weird, odd
roditeljima	1592	1637	parent
preveo	1593	1324	active past participle of prèvesti
rezultat	1594	1591	result
vatra	1595	1574	fire
počelo	1596	1410	principle, element
preuzeti	1597	1892	to take over, take on
vazduh	1599	1125	air
nigde	1600	1011	nowhere
uključujući	1601	1578	present verbal adverb of uključívati
upali	1602	1596	inflammation, pneumonia
poseban	1603	1609	special
verovati	1604	974	to believe + u
ulica	1605	1647	street
jelo	1606	1623	to eat, consume
američki	1608	1701	in the American manner
ekipa	1609	1723	team, crew
duše	1610	1438	soul
piti	1611	1941	to drink
ponašanje	1612	1511	behavior
tetka	1614	1428	aunt by blood; the sister of one’s parent
pravom	1615	1587	pure, true, genuine
nada	1616	1565	hope
kombi	1617	1794	station wagon
širom	1618	1600	widely
poslove	1619	1650	job
čitav	1620	1608	whole, entire, all
teška	1621	1554	heavy, weighty
prst	1622	1627	finger
oprostiti	1624	1787	to forgive, pardon
jedinica	1625	1796	one
drugačiji	1626	1442	different
velik	1627	1768	big, large
napao	1628	1639	to attack, assault
pratio	1629	1630	to follow
predstavu	1630	1433	show
plaši	1631	1353	to frighten, scare
madam	1632	1395	madam
član	1633	1469	member
potrazi	1634	1850	search
lisa	1635	1716	blaze
čist	1636	1500	clean, pure
mrtvih	1637	1710	masculine/feminine/neuter genitive plural of mr̀tav
novim	1638	1660	new
kučka	1639	1582	bitch, dam
stanica	1640	1687	station
položaj	1641	1622	position
rak	1643	1671	crab
jedinice	1644	1867	one
makar	1645	1488	at least
ovakav	1646	1567	like this, this kind of
šalje	1647	1620	to send
drže	1648	1640	to hold, grasp
držao	1650	1563	to hold, grasp
šumi	1651	1524	forest, woods
fin	1652	1595	fine, delicate
leti	1653	1538	summers, in summer, during the summer
gubitak	1654	1733	loss
mlad	1655	1543	young
nose	1656	1658	to carry, bring
vozilo	1657	1769	vehicle
miran	1658	1631	motionless
klijent	1659	1645	client
lov	1660	1677	hunt, hunting
misija	1661	1712	mission
jedeš	1662	1416	to eat, consume
kreće	1663	1502	to move
nečemu	1664	1558	dative of nȅšto
jeo	1665	1612	to eat, consume
moli	1666	1457	to ask, request, beg
molimo	1667	1731	to ask, request, beg
uđe	1668	1515	to enter, go into, come in
poslom	1670	1635	job
fantastično	1671	1491	fantastically
momče	1672	1372	a young man, lad
oduvek	1673	985	since always
linija	1674	1799	line
sladoled	1675	1741	ice cream
zgrada	1676	1790	building
hitnu	1677	1742	urgent
predsednik	1678	1163	chairman
muči	1679	1466	to be silent
iznutra	1681	1700	from inside
čujemo	1682	1525	to hear
boji	1684	1800	color, tint
stoga	1685	1888	so, therefore, for that/this reason, ergo
led	1686	1656	ice
kreveta	1687	1654	bed
ulaz	1688	1739	entrance
gazda	1690	1556	landlord
kompanija	1691	1759	company
leži	1692	1573	to lie, recline
cela	1693	1068	whole
rupa	1694	1743	pit, hole
trajati	1695	1786	to last, continue
iskustvo	1696	1626	experience
nogama	1697	1652	leg
žalim	1698	1571	to mourn, grieve
obzir	1699	1674	consideration, care, respect
šou	1700	1539	show
sudija	1701	1363	judge
plaća	1702	1629	pay
gladna	1703	1693	hungry
muka	1704	1507	pain
jedi	1705	1703	to eat, consume
uši	1706	1664	louse
obuci	1707	1851	to dress, clothe, put on clothes
baru	1709	1681	dative/locative singular of bȃr
če	1710	1842	if
životom	1711	1592	life
ribu	1712	1720	fish
princeza	1713	1907	princess
zvezda	1714	1107	a star
nervozan	1715	1617	nervous
izgledati	1716	1994	to seem, appear
stoje	1717	1683	third-person plural present of stàjati
smem	1718	1062	can, may, be allowed to
igraju	1720	1758	to play
pacijent	1721	1717	patient
sekund	1723	1535	second
bako	1724	1830	grandmother, grandma
vojske	1725	1943	army
duša	1727	1496	soul
nikakav	1728	1657	any, no
zovete	1729	1670	to call, to be called
udar	1730	1746	stroke, hit
mač	1731	1601	sword
nade	1732	1689	hope
sinu	1733	1728	shadow; shade
konj	1734	1550	horse
drugar	1735	1365	friend
zovemo	1736	1672	to call, to be called
otkako	1737	1780	since, ever since
primio	1738	1793	to receive, get
gospodar	1739	1614	master, lord
uzima	1740	1813	to take
sok	1741	1785	juice
zamalo	1742	1667	almost, nearly
moru	1743	1718	an anxiety-inducing concern, a hardship
rizik	1744	1749	risk
lezi	1745	1872	to lie down
pića	1746	1655	nominative/genitive/accusative/vocative plural of píće
malom	1748	1697	small
obe	1749	1132	both
svašta	1750	1615	all sorts of things; everything
leta	1751	1493	summer, summertime
čiji	1752	1651	whose
kutija	1754	1823	box, chest
područje	1756	1976	area, region, territory
udala	1757	1685	to marry off
jao	1758	1698	woe, alas
pesmu	1759	1258	poem
krivim	1760	1721	guilty, culpable
duha	1762	1641	smell, stench, odor
crvena	1763	1949	red
stavim	1764	1590	to put, place
virus	1765	1929	computer virus
deco	1766	1330	children
svetlo	1768	1111	light
normalan	1770	1676	normal
pogodio	1771	1751	to hit
pitate	1772	1665	to ask
dvadeset	1773	1548	twenty
svoga	1774	1946	one's own
papir	1775	1709	paper
krije	1777	1695	to hide, conceal
model	1778	1753	model
nosila	1779	1807	to carry, bring
stigne	1780	1588	to arrive, reach
polje	1781	1788	field
dokle	1782	1707	how far
krene	1783	1659	to move, set in motion
šešir	1784	1688	hat
vozač	1786	1711	driver
teže	1788	1726	comparative degree of tȇško
poručnik	1789	1801	lieutenant
njime	1790	1863	him
spremno	1792	1783	readily
osnovu	1793	1690	basis, foundation
praviš	1794	1566	to make, create
in	1795	1901	other
tati	1796	1725	dad, daddy
profesore	1797	1522	professor
navodno	1798	1853	allegedly, reportedly
svemir	1800	1876	space, universe
dodaj	1801	1762	to add
ponoviti	1802	1999	to repeat
uveče	1804	1273	this evening, in the evening, evenings
ušla	1805	1735	to enter, go into, come in
mira	1807	1764	peace
utakmicu	1808	1815	sports game
povratak	1809	1781	return
pitali	1811	1765	to ask
stil	1812	1760	style
dnevnik	1813	1961	diary
stopala	1816	1791	foot
mlade	1817	1795	young
dnevno	1818	1804	daily, on a daily basis
palo	1819	1708	neuter singular active past participle of pȁsti
malim	1820	1814	small
prednost	1821	1837	advantage
paket	1822	1926	packet
uspeti	1823	1166	to succeed, make good
karijeru	1824	1829	career
imalo	1827	1825	to have, possess, own
uništio	1828	1678	to destroy, annihilate
rane	1829	1827	early
uzrok	1830	1738	cause, reason
jedu	1831	1816	to eat, consume
muda	1832	1899	genitive singular
pažnja	1833	1702	attention
gadno	1835	1706	ugly, disgusting, repulsive
važna	1836	1692	important
dobrodošao	1837	1732	welcome
ljuti	1838	1792	angry
nagrada	1839	1849	prize
zahvalan	1840	1752	grateful, thankful
jela	1841	1874	meal
živeli	1842	1124	the usual toast when drinking alcohol
pogotovo	1843	1904	especially, particularly, in particular
planeta	1844	1797	planet
tvrdi	1847	1730	hard, firm
leda	1849	1972	ice
besplatno	1850	1980	free of charge
šerif	1851	1803	sheriff
rupe	1852	1902	pit, hole
pratim	1853	1770	to follow
sise	1854	1937	woman's breast
suđenje	1855	1812	trial
dečak	1856	1004	a boy, youngster
ušli	1857	1798	to enter, go into, come in
čvrsto	1860	1705	firmly, tightly, steadily
izraz	1861	1782	expression
devojčica	1862	1194	girl, lass
strava	1863	1633	horror, dread
pojeo	1865	1847	to eat, consume
knjizi	1866	1886	book
noga	1867	1993	leg
seronja	1869	1992	asshole, motherfucker, douchebag, fucker
sme	1870	1184	can, may, be allowed to
nimalo	1871	1750	not at all, not a bit
droga	1872	1930	drug
danima	1873	1844	for days and days
rukom	1874	1784	arm
staro	1876	1820	old
naročito	1877	1498	particularly, especially
lopov	1878	1828	thief, crook
diži	1879	1919	to lift, raise, elevate
tužno	1881	1691	sadly
ponudio	1882	1885	to offer, to put forward
smisao	1883	1840	sense, meaning
tate	1884	1936	dad, daddy
ortak	1886	1545	partner, associate
istoj	1887	1891	same
velikih	1888	1928	big, large
go	1889	1924	naked, nude, bare
braća	1890	1662	brethren, brothers
bogatstvo	1891	1861	wealth
vest	1892	1243	report, news
uostalom	1893	1644	after all, besides
sveti	1895	1737	holy, saint
piva	1898	1832	alternative form of pȋvo
savet	1899	1211	council
srećom	1900	1714	fortunately
oluja	1901	1887	storm
prijem	1903	1826	admission
izveštaj	1905	1161	report
želja	1906	1682	wish, desire
visok	1907	1878	high, tall
oblik	1908	1864	shape, form, figure
vrh	1911	1834	on top of
čuva	1912	1761	to guard, protect
seksa	1914	1877	genitive singular of sȅks
crno	1915	1915	black
dosad	1916	1979	until now, so far, thus far
francuski	1917	1880	in a French manner, as a Frenchman
hiljadu	1918	1552	thousand of
pukovnik	1919	1805	colonel
najgori	1924	1909	evil, malicious, bad, mean, wicked
toni	1925	1517	to sink
stomak	1926	1686	stomach
pogodak	1928	1987	goal, hit
stav	1929	1772	posture, stance, position
jače	1931	1736	comparative degree of jȃko
krila	1932	1756	wing
dela	1933	1187	to make, produce
budan	1934	1974	awake
otrov	1935	1897	poison
nalaze	1937	1964	third-person plural present indicative of nàlaziti impf
levo	1938	1276	left
haljina	1940	1986	dress
gladi	1941	1945	to stroke, pet
ponuda	1942	1984	offer
ovoliko	1943	1809	this much/many, so much/many, as much/many
izgled	1944	1881	appearance, outlook, look
vodom	1946	1843	water
kontrole	1947	1954	control
mačka	1948	1846	cat
spremi	1949	1835	qualification, training
nov	1950	1638	new
izuzetno	1952	1661	exceptionally
starom	1953	1948	old
rana	1956	1983	wound
toku	1957	1789	flow
kazna	1958	1906	punishment
trudim	1959	1922	to try, make an effort
timu	1961	1910	team
prolaz	1962	1956	passageway
neobično	1963	1679	unusually, strangely, oddly
zatvoren	1965	1927	closed
naroda	1967	1981	people
međutim	1968	1822	however, on the other hand
vodiš	1969	1696	to lead
uđem	1970	1589	to enter, go into, come in
otvoren	1972	1933	open, opened, uncovered
sred	1973	1771	in the middle of
ostrvo	1976	1740	island
otvoreno	1977	1970	openly
uživo	1978	1969	live
zdravlje	1979	1857	health
krov	1981	1968	roof
podne	1982	1966	noon, midday
staru	1983	1951	old
kluba	1987	1991	club
sluša	1988	1778	to listen
sali	1989	1774	hall, auditorium
dokazi	1990	1989	proof, evidence
kompjuter	1991	1900	computer
kukavica	1992	1953	cuckoo
ljubomoran	1993	1955	jealous
spisak	1994	1669	list
kaput	1995	1896	coat
pantalone	1996	1546	trousers, pants
nevin	1998	1882	innocent
teorija	2000	1960	theory
