word	rank_a	rank_b	english
الآن	29	737	now
واحد	86	810	one
وقت	91	71	time
عام	206	1845	year
داخل	276	210	inside
وجود	300	125	existence
ضد	313	883	against
اسم	321	147	name
سؤال	418	1179	question
خاص	530	852	special
قلب	619	439	heart
طول	725	330	length
آدم	889	104	human
حساب	945	354	account
مقدار	1168	568	amount, quantity
متر	1573	1224	metre
صفر	1632	1658	zero
مشهور	1663	1456	famous
حضور	1770	966	presence
بشر	1862	1631	human
قبول	1898	270	acceptance
