word	rank_a	rank_b	english
sljedeći	1068	668	next, following
ženom	1069	1026	woman
uglavnom	1070	1029	mostly, in general
tražiti	1071	801	to seek, look for, search
živa	1072	1049	live, alive
ušao	1073	1013	to enter, go into, come in
idiot	1075	1113	teleprompter
zaboga	1076	1040	for goodness' sake!
klinac	1077	1161	kid, child
pristup	1078	1021	access
ženi	1079	1019	woman
glupa	1080	1135	stupid, foolish
devet	1081	1101	nine
ozbiljan	1082	1221	serious
ured	1083	725	office
autu	1084	896	car, automobile
strah	1085	1009	fear, dread
svu	1086	1133	feminine accusative singular of sȁv
davno	1087	1025	long ago
seksi	1089	1139	sexy
slučajno	1090	958	accidentally
dobrodošli	1091	1069	welcome
brak	1092	1088	marriage
dođem	1093	1213	to come, arrive
program	1094	1138	program
promijeniti	1095	759	to change
normalno	1096	1108	normally
zanimljivo	1097	919	interestingly
mirno	1098	1180	peacefully
desno	1099	1187	right
para	1100	1970	steam
hotel	1101	1134	hotel
rano	1102	1089	early
gle	1103	682	look, behold
bolestan	1104	1121	sick, ill
prekasno	1105	986	too late, belatedly
narod	1106	1241	people
žrtva	1107	909	sacrifice
mišljenje	1108	996	opinion
smijem	1109	705	may, can
cure	1111	874	girl
zlato	1112	1086	gold
nosim	1113	1286	to carry, bring
napokon	1114	873	finally, at last
lik	1115	1266	form, shape, figure, appearance
ljut	1116	1042	angry
vodim	1117	1302	to lead
mislimo	1118	1105	to think
dođeš	1119	1264	to come, arrive
nos	1120	1109	nose
poruka	1121	1146	message
krenuti	1123	908	to move, set in motion
objasniti	1124	863	to explain
boje	1125	1066	color, tint
pogledati	1126	835	to look, glance, cast an eye upon
stići	1127	1005	alternative form of stȉgnuti
posljednji	1129	815	final
divan	1130	1367	wonderful
budala	1131	1164	fool, idiot, simpleton
čime	1132	1030	what
signal	1133	1182	signal
vikend	1134	1130	weekend
duže	1135	1194	debt
mladi	1136	1189	young
obojica	1137	1127	both
najmanje	1138	1163	least
tajne	1139	1111	secret
rekoh	1140	1372	to say
zadržati	1141	857	to keep, retain, withhold
detektiv	1142	1077	detective
totalno	1143	1273	totally, completely
rado	1144	946	gladly, happily
uzeli	1145	1186	to take
ples	1146	1098	dance
pokret	1147	1262	move
igre	1148	1197	play
ondje	1149	615	there, over there
sud	1150	1112	court
glupi	1152	1207	stupid, foolish
riješiti	1153	734	to solve
čisto	1154	1080	purely
metak	1155	1048	bullet
kamion	1156	1210	truck
pita	1157	1206	to ask
očima	1158	1061	eye
prilika	1159	1059	opportunity
odmor	1160	1202	rest, relaxation
zid	1161	1193	wall
nikako	1162	1167	in no way
pakao	1163	1083	hell
zauzet	1164	1312	reserved, engaged
predsjednik	1166	997	chairman
čudo	1167	1039	wonder, miracle
ocu	1168	1170	father
stiže	1169	1159	to arrive, reach
ulice	1170	1209	street
stare	1171	1153	old
tiho	1172	1023	quietly, silently
njegovim	1173	1177	his
dokaze	1175	1064	proof, evidence
prijateljima	1176	1147	friend
novine	1177	1279	newspaper
obzirom	1178	1084	consideration, care, respect
naučiti	1179	882	to teach, train, instruct
iste	1180	1199	same
konja	1181	1027	horse
pozvati	1182	1076	to call
počeli	1183	1062	to begin, start, commence
gladan	1184	1254	hungry
odluka	1185	1169	decision
grupa	1187	1483	group
platio	1188	1188	to pay
stanje	1189	1152	condition, state
ruka	1190	1195	arm
dobije	1191	1352	to receive, get, obtain, acquire
šala	1192	1175	joke
nekome	1193	1238	dative of nȅtko / nȅko
otkaz	1194	1155	resignation
partner	1195	1205	partner
boriti	1196	950	to fight, struggle
dama	1197	1227	lady
nož	1198	1119	knife
kraljica	1199	1324	queen
škola	1200	1247	school
ubojica	1202	603	murderer, killer
tjedna	1203	653	week
zvuk	1205	1225	sound
cilj	1206	1173	aim, goal, purpose
istu	1207	1237	same
težak	1208	1183	heavy, weighty
čaj	1209	1081	tea
tajnu	1210	1236	secret
uđite	1211	1100	to enter, go into, come in
slično	1212	1074	similarly
mami	1213	1295	to lure, entice
odličan	1214	1176	excellent, great
let	1215	1222	flight
večer	1216	632	evening
centar	1217	1331	center / centre
oba	1218	1280	both
ratu	1219	1234	war
vojska	1222	1260	army
baka	1223	1270	grandmother, grandma
tatu	1224	1233	dad, daddy
unutar	1225	1106	within, inside, in
šansa	1226	1366	chance, opportunity
nađi	1227	1274	to find, discover
dug	1228	1298	debt
poslala	1229	1304	to send
situacija	1230	1340	situation
dovesti	1231	1034	to transfer something by driving
kreten	1232	1341	cretin
divna	1233	1497	wonderful
udarac	1235	1261	hit, punch, knock, whack
more	1236	1278	an anxiety-inducing concern, a hardship
gđa	1237	926	Mrs
nosiš	1238	1327	to carry, bring
broda	1239	1220	ship
pravim	1240	1647	pure, true, genuine
vino	1242	1343	wine
dokaza	1243	1087	proof, evidence
poslali	1244	1204	to send
proveo	1245	1255	to lead, guide, take
boja	1246	1547	color, tint
ugovor	1247	1239	contract
upomoć	1248	1252	help!
kontakt	1249	1307	contact
iskren	1250	1251	sincere, honest
pali	1251	1385	to kindle, light, set fire to
meso	1252	1349	meat
dnk	1253	1179	initialism of dezoksiribonukleinska kiselina
veći	1254	1172	big, large
los	1255	1595	moose
nažalost	1256	969	unfortunately
putovanje	1257	1219	travel
uništiti	1258	917	to destroy, annihilate
troje	1259	1242	three
supruga	1260	963	wife, female spouse
osobe	1261	1137	person
bob	1262	1272	broad bean
spavanje	1263	1398	sleep, repose
osobu	1264	1192	person
star	1266	1226	old
igraš	1267	1705	to play
otvoriti	1268	990	to open
komad	1269	1103	piece, part
ukoliko	1270	1650	if
govor	1272	1291	speech
uhvatiti	1273	1102	to grab, seize, take hold of
kćer	1274	742	alternative form of kćȋ
daju	1275	1383	third-person plural present of davati
pojavio	1276	1296	to appear, emerge
jede	1277	1516	to eat, consume
vrag	1278	936	devil
puna	1279	1317	full, filled
doista	1280	631	truly, indeed
izlaz	1281	1328	exit
doviđenja	1282	1246	goodbye!
životinja	1283	1314	animal
sreća	1284	1216	happiness
kriva	1285	1165	guilty, culpable
strana	1286	1375	side
volimo	1287	1388	to love
pozdrav	1288	892	greeting, salutation
ustani	1289	1441	to stand up, rise, get up
zadnja	1290	1211	back, rear, hind
postane	1291	1374	to become, turn, get
riba	1292	1663	fish
jučer	1293	655	yesterday
osiguranje	1294	1096	insurance, assurance
provjeriti	1295	853	to check, confirm
završila	1296	1350	to end, end up, wind up
razmišljam	1297	1275	first-person singular present of ràzmisliti
lijep	1298	937	nice, pretty
obrada	1300	1330	processing
tišina	1301	1418	silence
nigdje	1302	1141	nowhere
ubija	1303	1311	third-person singular present of ubijati
meta	1304	1401	target
tad	1305	1265	then, at that time
ubojstvo	1306	600	murder
vraća	1307	1191	third-person singular present of vraćati
prošlost	1308	1208	past, history
mnoge	1309	1397	many
jednoj	1310	1370	one
donijeti	1311	904	to bring, carry
zamisliti	1312	1012	to imagine
kvragu	1313	805	damn, dammit
otkriti	1314	1054	to uncover, unveil
koriste	1315	1512	benefit, advantage, use
pamet	1316	1359	prudence
zlo	1317	1245	bad
engleski	1318	1425	in an English manner, as an Englishman
taksi	1319	1443	taxi
nek	1320	1641	let, may
odluku	1321	1303	decision
snagu	1322	1338	strength, power
sladak	1323	1521	sweet
umoran	1324	1394	tired
smije	1326	881	third-person singular present indicative of smjȅti impf
usred	1327	1144	in the middle of
zamisli	1329	1309	to imagine
heroj	1330	1659	hero
živote	1331	1259	life
vrste	1332	1300	kind, sort
popodne	1333	1373	afternoon
dječak	1334	894	boy, youngster
zabrinut	1335	1268	worried
operacija	1336	1467	operation
prokleto	1338	1486	to curse
milijuna	1339	762	million
osobno	1340	729	personally
jak	1341	1496	strong
restoran	1342	1475	restaurant
vaši	1343	1125	louse
grozno	1344	1168	terribly
govno	1345	1395	when used in singular: turd Example: Posrao sam baš veliko…
miči	1346	940	to move
drvo	1347	1546	tree
voditi	1348	1122	to lead
pritisak	1350	1557	pressure
priznati	1351	1032	to acknowledge, recognize
petak	1352	1360	Friday
hitno	1353	1405	urgently
nedavno	1354	1198	recently
laži	1355	1284	lie, untruth, falsity, fib
pol	1357	1293	half
skupa	1358	1178	together, jointly
krivica	1359	1682	guilt, blame, fault
napustiti	1360	1200	to leave
general	1361	1457	general
prošlosti	1362	1248	genitive/dative/vocative/locative/instrumental singular
vlasnik	1363	1332	owner
zube	1364	1476	tooth
traje	1365	1399	to last, continue
kosa	1366	1465	hair
pobjeći	1367	888	to flee, run away
čuje	1368	1432	to hear
sumnje	1369	1308	doubt, suspicion
jutra	1370	1479	genitive singular
obožavam	1372	1346	to adore, admire
doručak	1373	1235	breakfast
bivši	1374	1256	former
pucaj	1375	1507	to crack, break, burst, split
išli	1376	1353	to go, walk
fer	1377	1633	fairly
noću	1378	1414	at night, by night, in the night
slušati	1379	957	to listen
voziti	1380	1068	to drive
čujete	1382	1292	to hear
čekaju	1383	1345	to wait, await
nalog	1384	1281	instruction, direction, orders
park	1385	1493	park
zrak	1386	1004	air
uspjeti	1387	1001	to succeed, make good
pratiti	1389	1223	to follow
sunca	1390	1487	sun
odavno	1391	1623	a long time ago
primjer	1392	1031	example, instance
čuj	1393	1124	to hear
odgovornost	1394	1357	responsibility
mame	1395	1565	to lure, entice
pijan	1396	1320	drunk, intoxicated
love	1397	1371	hunt, hunting
borba	1398	1456	fight
odvratno	1400	1558	repulsively, detestably, abhorrently
ruci	1401	1342	arm
volite	1402	1423	to love
gori	1404	1417	worse, comparative degree of zȁo
ponosan	1405	1474	proud
nečega	1406	1253	genitive of nȅšto
dar	1407	1033	gift
licu	1408	1454	face
motor	1409	1451	engine, motor
mrzi	1410	1445	to hate
otprilike	1411	1386	approximately, about
bliže	1412	1339	near, close
država	1413	1534	country
sretni	1414	1010	happy, merry
njenom	1415	1693	her, hers
vojnik	1416	1429	soldier
miris	1417	1377	smell, odor
rupu	1418	1416	pit, hole
nađe	1419	1597	to find, discover
poznato	1421	1363	to know, have knowledge of
informacija	1423	1535	information
dođu	1424	1460	to come, arrive
kamera	1425	1427	video camera
milja	1426	1550	mile
gospođa	1427	1258	Mrs
stariji	1428	1488	comparative degree of stȁr
lovu	1429	1392	hunt, hunting
sudu	1430	1326	court
veće	1431	1387	council
bolest	1432	1351	sickness, disease
sudbina	1433	1520	fate, destiny
nađeš	1434	1736	to find, discover
prihvatiti	1435	1174	to accept
šalim	1436	1469	to joke; to joke around
pravilo	1437	1502	rule
dužnost	1438	1378	duty
potez	1439	1408	stroke, move
popraviti	1440	1129	to fix, repair
savršen	1441	1333	perfect, faultless
opasnost	1442	1515	danger
bacio	1443	1393	to throw, cast
sredi	1444	1662	Wednesday
vođa	1445	1336	leader, guide
snaga	1446	1504	strength, power
kurva	1447	1709	whore, prostitute
izvor	1448	1380	well, wellspring
kupila	1449	1576	to buy, purchase
grudi	1450	1914	thorax, chest, breast, bosom
prodaje	1451	1505	sale
laž	1452	1361	lie, untruth, falsity, fib
povrijediti	1453	1185	to hurt, injure, wound
glupost	1455	1450	stupidity, foolishness, nonsense
duga	1456	1537	long
ček	1457	1419	cheque
vrat	1458	1437	neck
kopile	1459	1916	bastard
stati	1460	1243	to stop, halt
provesti	1461	1229	to lead, guide, take
važan	1462	1299	important
kamen	1464	1453	stone
budućnosti	1465	1285	future
nijedan	1466	1527	no one, none, nobody
pala	1467	1404	feminine singular active past participle
poznat	1469	1495	well-known, known
posto	1470	1773	percent
zla	1471	1556	evil, malicious, bad, mean, wicked
kojih	1472	1532	masculine genitive plural
ribe	1473	1873	fish
luke	1474	1305	harbor; harbour
pametno	1475	1446	intelligently, prudently, reasonably, wisely
zločin	1476	1287	crime
razlika	1477	1531	difference
raj	1478	1644	heaven, paradise
nevjerojatno	1479	744	incredibly, unlikely, unbelievably, improbably
krug	1480	1477	circle
igrao	1482	1536	to play
prijevod	1484	1015	translation
vodite	1485	1689	to lead
bomba	1486	1511	bomb
sramota	1487	1864	shame, disgrace
odjebi	1488	1625	second-person singular imperative of odjèbati: fuck off, go…
zadrži	1489	1629	to keep, retain, withhold
mozga	1490	1384	brain
istom	1491	1567	same
lijevo	1492	1143	left
neprijatelj	1493	1554	enemy
visoko	1494	1594	highly, high
bebe	1495	1696	baby, infant
kupi	1496	1803	cup, goblet
opasan	1497	1596	dangerous
smeće	1498	1097	trash, waste, garbage
ravno	1499	952	straight, directly
kažemo	1500	1792	to say, to state
dokazati	1501	1107	to prove
trik	1502	1519	trick
noćas	1503	1455	tonight
rada	1504	1583	indefinite masculine/neuter genitive singular
pošalji	1505	1494	to send
ženama	1506	1501	woman
kratko	1507	1566	shortly
činjenica	1508	1323	fact
večera	1509	1409	supper, dinner
gledala	1510	1609	to watch, look, see
zvijezda	1511	1110	a star
jedem	1512	1949	to eat, consume
spasi	1514	1677	to save, salvage
ujak	1515	1448	maternal uncle
tima	1516	1611	team
izađe	1517	1720	to go out, leave, come out, get out
svjetlo	1518	1078	light
novom	1520	1603	new
prodati	1522	1215	to sell
mobitel	1523	944	cell phone, mobile phone
treći	1524	1403	third
nosio	1525	1391	to carry, bring
profesor	1526	1657	professor
autobus	1527	1771	bus
ocem	1528	1549	father
vijest	1529	1057	report, news
crna	1530	1591	feminine nominative/vocative singular of cȓn
plati	1531	1965	to pay
nesreća	1532	1294	accident
ostavili	1533	1513	to leave
obje	1534	1151	both
odgovoran	1535	1542	responsible
blago	1536	1518	mildly, gently
pete	1537	1288	heel
poći	1538	1132	to go, go away, leave, depart
nadao	1539	1458	to hope
zahvaljujući	1540	1485	thanks to
prodao	1541	1551	to sell
haljinu	1542	1695	dress
rođen	1543	1539	born
vrhu	1544	1570	peak
gomila	1545	1976	tumulus, barrow, burial mound or cairn
čudovište	1546	1354	monster
ubrzo	1548	1613	soon
krivi	1549	1337	guilty, culpable
savjet	1550	1091	council
pucao	1551	1379	to crack, break, burst, split
poštovanje	1552	1562	respect, esteem
dvaput	1554	1389	twice
dobit	1555	1007	profit
zgodan	1556	1514	handsome, pretty, attractive
ptica	1559	1667	bird
krenuli	1560	1653	to move, set in motion
stanice	1561	1831	station
odnos	1562	1348	relationship
iskoristiti	1563	1316	to use, utilize, make use of
most	1565	1651	bridge
gledali	1566	1528	to watch, look, see
prostor	1567	1593	space
loptu	1568	1675	ball
slobodu	1569	1626	freedom
ulogu	1570	1580	role
stoj	1571	1829	second-person singular imperative of stàjati
iznenada	1572	1775	suddenly, unexpectedly
poljubac	1574	1824	a kiss
direktor	1575	1891	director
popričati	1576	1356	to spend some time conversing with someone
pojesti	1577	1290	to eat, consume
kiša	1578	1739	rain
ptice	1579	1796	bird
princ	1580	1950	prince
javiti	1582	1257	to inform, notify, let know
nasamo	1583	1605	in private, alone, face-to-face
oduvijek	1584	1090	since always
mogućnost	1585	1381	possibility, potentiality
selo	1586	1694	village
čas	1587	1825	moment
vodio	1588	1575	to lead
gđica	1589	1318	Miss, Ms
nebo	1590	1643	sky
čudan	1591	1421	strange, weird, odd
roditeljima	1592	1707	parent
preveo	1593	1439	active past participle of prèvesti
rezultat	1594	1725	result
vatra	1595	1604	fire
počelo	1596	1449	principle, element
preuzeti	1597	1329	to take over, take on
sigurnost	1598	1297	security
uključujući	1601	1517	present verbal adverb of uključívati
upali	1602	1732	inflammation, pneumonia
poseban	1603	1598	special
ulica	1605	1579	street
jelo	1606	1735	to eat, consume
pobijediti	1607	1063	to conquer, overcome
američki	1608	1639	in the American manner
ekipa	1609	1376	team, crew
duše	1610	1543	soul
piti	1611	1267	to drink
ponašanje	1612	1500	behavior
obaviti	1613	1212	to do, perform, complete, carry out
pravom	1615	1645	pure, true, genuine
nada	1616	1585	hope
kombi	1617	1760	station wagon
poslove	1619	1741	job
čitav	1620	1754	whole, entire, all
teška	1621	1586	heavy, weighty
prst	1622	1655	finger
lijek	1623	1201	medicine, cure
oprostiti	1624	1406	to forgive, pardon
jedinica	1625	1936	one
drugačiji	1626	1698	different
velik	1627	1203	big, large
napao	1628	1491	to attack, assault
pratio	1629	1862	to follow
predstavu	1630	1855	show
član	1633	1498	member
potrazi	1634	1277	search
lisa	1635	1723	blaze
čist	1636	1541	clean, pure
mrtvih	1637	1700	masculine/feminine/neuter genitive plural of mr̀tav
novim	1638	1749	new
stanica	1640	1911	station
položaj	1641	1431	position
pjesmu	1642	1196	poem
rak	1643	1610	crab
jedinice	1644	1954	one
makar	1645	1927	at least
ovakav	1646	1744	like this, this kind of
šalje	1647	1665	to send
drže	1648	1678	to hold, grasp
držao	1650	1545	to hold, grasp
šumi	1651	1577	forest, woods
leti	1653	1906	summers, in summer, during the summer
gubitak	1654	1548	loss
mlad	1655	1769	young
nose	1656	1847	to carry, bring
vozilo	1657	1563	vehicle
miran	1658	1802	motionless
klijent	1659	1508	client
lov	1660	1674	hunt, hunting
misija	1661	1730	mission
kreće	1663	1525	to move
nečemu	1664	1529	dative of nȅšto
jeo	1665	1755	to eat, consume
molimo	1667	1459	to ask, request, beg
uđe	1668	1814	to enter, go into, come in
izvještaj	1669	1426	report, account, record
poslom	1670	1737	job
fantastično	1671	1618	fantastically
momče	1672	1712	a young man, lad
linija	1674	1819	line
sladoled	1675	1875	ice cream
zgrada	1676	1761	building
hitnu	1677	1582	urgent
muči	1679	1364	to be silent
živjeli	1680	1231	the usual toast when drinking alcohol
iznutra	1681	1640	from inside
čujemo	1682	1648	to hear
podnijeti	1683	1160	to bear, endure, withstand
boji	1684	1472	color, tint
stoga	1685	1218	so, therefore, for that/this reason, ergo
led	1686	1823	ice
kreveta	1687	1766	bed
ulaz	1688	1688	entrance
stol	1689	1044	table
leži	1692	1664	to lie, recline
rupa	1694	1756	pit, hole
trajati	1695	1592	to last, continue
iskustvo	1696	1713	experience
nogama	1697	1687	leg
žalim	1698	1482	to mourn, grieve
obzir	1699	1600	consideration, care, respect
plaća	1702	1490	pay
gladna	1703	1925	hungry
uši	1706	1672	louse
zaštititi	1708	1250	to defend, protect
baru	1709	1727	dative/locative singular of bȃr
če	1710	1390	if
životom	1711	1673	life
nervozan	1715	1751	nervous
izgledati	1716	1412	to seem, appear
stoje	1717	1821	third-person plural present of stàjati
dave	1719	1433	to choke, strangle
pacijent	1721	1612	patient
vjenčanje	1722	1158	wedding
vojske	1725	1789	army
odgovoriti	1726	1322	to answer, reply
duša	1727	1602	soul
nikakav	1728	1884	any, no
zovete	1729	1791	to call, to be called
udar	1730	1706	stroke, hit
mač	1731	1620	sword
nade	1732	1742	hope
sinu	1733	1759	shadow; shade
konj	1734	1607	horse
zovemo	1736	1892	to call, to be called
otkako	1737	1750	since, ever since
primio	1738	1738	to receive, get
gospodar	1739	1763	master, lord
uzima	1740	1881	to take
sok	1741	1811	juice
moru	1743	1810	an anxiety-inducing concern, a hardship
rizik	1744	1729	risk
pića	1746	1669	nominative/genitive/accusative/vocative plural of píće
pucati	1747	1334	to crack, break, burst, split
malom	1748	1805	small
svašta	1750	1752	all sorts of things; everything
čiji	1752	1699	whose
baciti	1753	1428	to throw, cast
kutija	1754	1853	box, chest
krivo	1755	1041	awry
područje	1756	1319	area, region, territory
udala	1757	1842	to marry off
krivim	1760	1710	guilty, culpable
djevojčica	1761	1411	girl, lass
duha	1762	1743	smell, stench, odor
crvena	1763	1952	red
virus	1765	1882	computer virus
nabaviti	1767	1601	to obtain, procure, acquire
predati	1769	1560	to deliver, hand over
normalan	1770	1878	normal
pogodio	1771	1634	to hit
pitate	1772	1765	to ask
dvadeset	1773	1845	twenty
svoga	1774	1347	one's own
papir	1775	1800	paper
probati	1776	1492	to try, to attempt
model	1778	2000	model
nosila	1779	1877	to carry, bring
polje	1781	1801	field
šešir	1784	1748	hat
uzet	1785	1150	to take
vozač	1786	1681	driver
postaviti	1787	1335	to put, place, set
teže	1788	1703	comparative degree of tȇško
poručnik	1789	1638	lieutenant
njime	1790	1310	him
curu	1791	1396	girl
spremno	1792	1913	readily
in	1795	1806	other
tati	1796	1779	dad, daddy
profesore	1797	1879	professor
navodno	1798	1552	allegedly, reportedly
pridružiti	1799	1463	to join somebody
svemir	1800	1697	space, universe
ponoviti	1802	1533	to repeat
ušla	1805	1808	to enter, go into, come in
odustati	1806	1473	to give up, abandon + od
mira	1807	1832	peace
utakmicu	1808	1981	sports game
povratak	1809	1572	return
nered	1810	1776	chaos, mess, disorder
pitali	1811	1722	to ask
stil	1812	1982	style
dnevnik	1813	1817	diary
tijekom	1814	889	during
rose	1815	1435	dew
stopala	1816	1998	foot
mlade	1817	1921	young
palo	1819	1866	neuter singular active past participle of pȁsti
malim	1820	1977	small
prednost	1821	1818	advantage
paket	1822	1816	packet
karijeru	1824	1812	career
nestati	1825	1619	to disappear, vanish
izvrsno	1826	1283	delightfully, perfectly
imalo	1827	1764	to have, possess, own
uništio	1828	1621	to destroy, annihilate
rane	1829	1711	early
uzrok	1830	1526	cause, reason
pasti	1834	1747	to fall
gadno	1835	1679	ugly, disgusting, repulsive
važna	1836	1676	important
dobrodošao	1837	1849	welcome
ljuti	1838	1767	angry
nagrada	1839	1997	prize
zahvalan	1840	1787	grateful, thankful
pogotovo	1843	1559	especially, particularly, in particular
planeta	1844	1828	planet
svatko	1845	856	everyone, everybody
ču	1846	1400	to hear
tvrdi	1847	1574	hard, firm
besplatno	1850	1795	free of charge
šerif	1851	1671	sheriff
rupe	1852	1898	pit, hole
suđenje	1855	1656	trial
ušli	1857	1809	to enter, go into, come in
sljedeće	1858	1355	next, following
časni	1859	1589	honorable
čvrsto	1860	1685	firmly, tightly, steadily
izraz	1861	1784	expression
djed	1864	1306	grandfather
pojeo	1865	1923	to eat, consume
knjizi	1866	1960	book
noga	1867	1986	leg
udati	1868	1627	to marry off
nimalo	1871	1684	not at all, not a bit
droga	1872	1888	drug
danima	1873	1919	for days and days
rukom	1874	1860	arm
izvesti	1875	1670	to export to a foreign country
staro	1876	1939	old
lopov	1878	1955	thief, crook
diži	1879	1966	to lift, raise, elevate
pokupiti	1880	1489	to collect, gather, to pick up
tužno	1881	1788	sadly
ponudio	1882	1782	to offer, to put forward
smisao	1883	1794	sense, meaning
tate	1884	1844	dad, daddy
alarm	1885	1890	alarm
istoj	1887	1859	same
braća	1890	1692	brethren, brothers
puni	1894	1901	full, filled
sveti	1895	1827	holy, saint
dječaka	1896	1315	boy, youngster
srećom	1900	1726	fortunately
oluja	1901	1988	storm
izdržati	1902	1631	to endure, withstand
stajati	1904	1499	to stop
želja	1906	1861	wish, desire
visok	1907	1947	high, tall
oblik	1908	1833	shape, form, figure
uzorak	1909	1680	sample, specimen
lagati	1910	1530	to lie
vrh	1911	1968	on top of
čuva	1912	1857	to guard, protect
itko	1913	1018	anybody, anyone
seksa	1914	1835	genitive singular of sȅks
crno	1915	1963	black
dosad	1916	1636	until now, so far, thus far
pukovnik	1919	1770	colonel
šuti	1920	1228	to be silent, shut up
sjesti	1921	1325	to sit down
sustav	1923	982	system
najgori	1924	1956	evil, malicious, bad, mean, wicked
narednik	1927	1716	sergeant
pogodak	1928	1931	goal, hit
stav	1929	1992	posture, stance, position
hodati	1930	1470	to walk, pace
jače	1931	1820	comparative degree of jȃko
krila	1932	1971	wing
budan	1934	1924	awake
otrov	1935	1854	poison
upozorenje	1936	1957	warning
sjetiti	1939	1271	to remember
ponuda	1942	1994	offer
izgled	1944	1813	appearance, outlook, look
popiti	1945	1484	to drink
vodom	1946	1995	water
kontrole	1947	1910	control
mačka	1948	1885	cat
spoj	1951	1358	junction, juncture
starom	1953	1953	old
zahvaliti	1954	1344	to thank
tren	1955	1646	moment
rana	1956	1883	wound
skinuti	1960	1608	to take down, take off
neobično	1963	1590	unusually, strangely, oddly
razumjeti	1964	1362	to understand, to comprehend
sakriti	1966	1702	to hide, conceal
kći	1971	1079	daughter
otvoren	1972	1871	open, opened, uncovered
ispričati	1974	1157	to narrate, tell
adresa	1975	1980	address
datum	1980	1830	date
staru	1983	1961	old
tjedana	1984	1060	week
preživjeti	1986	1413	to survive
kluba	1987	1978	club
dokazi	1990	1785	proof, evidence
kaput	1995	1943	coat
nevin	1998	1945	innocent
njezin	1999	898	her, hers
teorija	2000	1858	theory
