word	rank_a	rank_b	english
pametan	1070	1035	smart, clever
pitala	1071	976	to ask
opasno	1072	983	dangerously
ka	1073	700	as, like
slično	1074	1087	similarly
mlada	1075	960	young
pozvati	1076	1361	to call
detektiv	1077	1227	detective
čisto	1080	1082	purely
čaj	1081	1026	tea
sunce	1082	919	sun
pakao	1083	1153	hell
obzirom	1084	1146	consideration, care, respect
klub	1085	1065	club
zlato	1086	1148	gold
dokaza	1087	1239	proof, evidence
brak	1088	1013	marriage
rano	1089	1039	early
brine	1092	981	to worry
vlada	1093	1077	government
čovek	1094	224	man, person
test	1095	1034	test
osiguranje	1096	1534	insurance, assurance
smeće	1097	1632	trash, waste, garbage
ples	1098	1145	dance
otkud	1099	880	whence, from where
uđite	1100	1058	to enter, go into, come in
devet	1101	1072	nine
uhvatiti	1102	1529	to grab, seize, take hold of
komad	1103	1436	piece, part
ostane	1104	876	to stay, remain
mislimo	1105	1116	to think
unutar	1106	1358	within, inside, in
dokazati	1107	1845	to prove
normalno	1108	1024	normally
nos	1109	1085	nose
tajne	1111	1137	secret
sud	1112	1114	court
idiot	1113	1066	teleprompter
očigledno	1114	663	obviously
jeli	1115	1128	to eat, consume
uzela	1116	1041	to take
lepo	1117	228	beautifully, nicely
snage	1118	1129	strength, power
nož	1119	1142	knife
potreban	1120	746	necessary
bolestan	1121	1079	sick, ill
voditi	1122	1607	to lead
kosu	1123	1061	hair
čuj	1124	1234	to hear
vaši	1125	1236	louse
obojica	1127	1075	both
pitaš	1128	877	to ask
popraviti	1129	1811	to fix, repair
vikend	1130	1164	weekend
donesi	1131	988	to bring, carry
poći	1132	1611	to go, go away, leave, depart
svu	1133	1051	feminine accusative singular of sȁv
hotel	1134	1047	hotel
glupa	1135	1043	stupid, foolish
umre	1136	930	to die
osobe	1137	1302	person
program	1138	1140	program
seksi	1139	1110	sexy
hrana	1140	1048	food
onako	1142	929	in that way, so, like that
usred	1144	1388	in the middle of
krenuo	1145	1003	to move, set in motion
poruka	1146	1136	message
prijateljima	1147	1201	friend
slatko	1148	1133	dessert
de	1149	918	where
stanje	1152	1209	condition, state
stare	1153	1144	old
nekada	1154	834	once, in former times
otkaz	1155	1244	resignation
prave	1156	909	pure, true, genuine
stiže	1159	1071	to arrive, reach
klinac	1161	1141	kid, child
dupe	1162	861	ass
najmanje	1163	1149	least
budala	1164	1000	fool, idiot, simpleton
kriva	1165	1175	guilty, culpable
nađem	1166	710	to find, discover
nikako	1167	1050	in no way
grozno	1168	1326	terribly
odluka	1169	1235	decision
ocu	1170	1081	father
eno	1171	932	look, see, behold
veći	1172	1121	big, large
cilj	1173	1191	aim, goal, purpose
prihvatiti	1174	1649	to accept
šala	1175	1130	joke
odličan	1176	1036	excellent, great
njegovim	1177	1123	his
skupa	1178	1913	together, jointly
dnk	1179	1274	initialism of dezoksiribonukleinska kiselina
mirno	1180	1067	peacefully
skroz	1181	957	through
signal	1182	1229	signal
težak	1183	1095	heavy, weighty
budete	1184	847	second-person plural present of bȉti
uzeli	1186	1157	to take
desno	1187	1103	right
platio	1188	1177	to pay
mladi	1189	1088	young
važi	1190	536	to weigh
vraća	1191	1126	third-person singular present of vraćati
osobu	1192	1321	person
zid	1193	1171	wall
duže	1194	1015	debt
ruka	1195	1168	arm
igre	1197	1189	play
nedavno	1198	1401	recently
iste	1199	1120	same
napustiti	1200	1673	to leave
odmor	1202	1101	rest, relaxation
velik	1203	1768	big, large
poslali	1204	1262	to send
partner	1205	1303	partner
pita	1206	1089	to ask
glupi	1207	1159	stupid, foolish
prošlost	1208	1179	past, history
ulice	1209	1208	street
kamion	1210	1269	truck
zadnja	1211	1593	back, rear, hind
dođem	1213	950	to come, arrive
mesto	1214	251	instead of
prodati	1215	1833	to sell
sreća	1216	1099	happiness
vise	1217	951	third-person plural present of vȉsiti
stoga	1218	1888	so, therefore, for that/this reason, ergo
putovanje	1219	1212	travel
broda	1220	1320	ship
ozbiljan	1221	1073	serious
let	1222	1181	flight
pratiti	1223	1766	to follow
pažljivo	1224	971	carefully, cautiously
zvuk	1225	1204	sound
star	1226	1254	old
dama	1227	1147	lady
provesti	1229	1724	to lead, guide, take
tatu	1233	1203	dad, daddy
ratu	1234	1282	war
doručak	1235	1214	breakfast
tajnu	1236	1186	secret
istu	1237	1255	same
nekome	1238	1183	dative of nȅtko / nȅko
ugovor	1239	1193	contract
narod	1241	1092	people
troje	1242	1240	three
stati	1243	1713	to stop, halt
dole	1244	356	down
zlo	1245	1294	bad
doviđenja	1246	1070	goodbye!
škola	1247	1174	school
prošlosti	1248	1307	genitive/dative/vocative/locative/instrumental singular
iskren	1251	1248	sincere, honest
upomoć	1252	1162	help!
nečega	1253	1246	genitive of nȅšto
gladan	1254	1135	hungry
proveo	1255	1298	to lead, guide, take
bivši	1256	1350	former
javiti	1257	1895	to inform, notify, let know
gospođa	1258	1249	Mrs
živote	1259	1291	life
vojska	1260	1380	army
udarac	1261	1247	hit, punch, knock, whack
pokret	1262	1210	move
posle	1263	266	later
dođeš	1264	964	to come, arrive
tad	1265	1314	then, at that time
lik	1266	1086	form, shape, figure, appearance
piti	1267	1941	to drink
zabrinut	1268	1359	worried
baka	1270	1309	grandmother, grandma
bob	1272	1288	broad bean
totalno	1273	1220	totally, completely
nađi	1274	1242	to find, discover
razmišljam	1275	1091	first-person singular present of ràzmisliti
potrazi	1277	1850	search
more	1278	1192	an anxiety-inducing concern, a hardship
novine	1279	1156	newspaper
oba	1280	1286	both
nalog	1281	1430	instruction, direction, orders
laži	1284	1311	lie, untruth, falsity, fib
budućnosti	1285	1332	future
nosim	1286	1020	to carry, bring
zločin	1287	1348	crime
pete	1288	1802	heel
pojesti	1290	1868	to eat, consume
govor	1291	1333	speech
čujete	1292	1213	to hear
pol	1293	1139	half
nesreća	1294	1423	accident
mami	1295	1266	to lure, entice
pojavio	1296	1245	to appear, emerge
dug	1298	1228	debt
važan	1299	1299	important
vrste	1300	1374	kind, sort
tačno	1301	337	exactly, correctly
vodim	1302	1045	to lead
odluku	1303	1301	decision
poslala	1304	1278	to send
kontakt	1307	1305	contact
sumnje	1308	1284	doubt, suspicion
zamisli	1309	1231	to imagine
njime	1310	1863	him
ubija	1311	1287	third-person singular present of ubijati
zauzet	1312	1169	reserved, engaged
životinja	1314	1199	animal
iskoristiti	1316	1908	to use, utilize, make use of
puna	1317	1319	full, filled
gđica	1318	1540	Miss, Ms
područje	1319	1976	area, region, territory
pijan	1320	1342	drunk, intoxicated
činjenica	1323	1383	fact
kraljica	1324	1304	queen
sudu	1326	1467	court
nosiš	1327	1100	to carry, bring
izlaz	1328	1356	exit
preuzeti	1329	1892	to take over, take on
obrada	1330	1197	processing
centar	1331	1217	center / centre
vlasnik	1332	1386	owner
savršen	1333	1352	perfect, faultless
vođa	1336	1427	leader, guide
krivi	1337	1580	guilty, culpable
snagu	1338	1323	strength, power
bliže	1339	1357	near, close
situacija	1340	1300	situation
kreten	1341	1230	cretin
ruci	1342	1424	arm
vino	1343	1206	wine
čekaju	1345	1293	to wait, await
obožavam	1346	1296	to adore, admire
svoga	1347	1946	one's own
odnos	1348	1479	relationship
meso	1349	1233	meat
završila	1350	1259	to end, end up, wind up
bolest	1351	1387	sickness, disease
dobije	1352	1167	to receive, get, obtain, acquire
išli	1353	1334	to go, walk
čudovište	1354	1451	monster
odgovornost	1357	1354	responsibility
pamet	1359	1223	prudence
petak	1360	1399	Friday
laž	1361	1376	lie, untruth, falsity, fib
poznato	1363	1397	to know, have knowledge of
muči	1364	1466	to be silent
svuda	1365	788	everywhere
šansa	1366	1151	chance, opportunity
divan	1367	1037	wonderful
okej	1369	733	okay, all right, fine
jednoj	1370	1322	one
love	1371	1541	hunt, hunting
rekoh	1372	1029	to say
popodne	1373	1263	afternoon
postane	1374	1196	to become, turn, get
strana	1375	1306	side
ekipa	1376	1723	team, crew
miris	1377	1347	smell, odor
dužnost	1378	1371	duty
pucao	1379	1634	to crack, break, burst, split
izvor	1380	1464	well, wellspring
mogućnost	1381	1456	possibility, potentiality
ej	1382	937	Expresses annoyance or displeasure
daju	1383	1265	third-person plural present of davati
mozga	1384	1431	brain
pali	1385	1267	to kindle, light, set fire to
otprilike	1386	1440	approximately, about
veće	1387	1268	council
volimo	1388	1290	to love
dvaput	1389	1585	twice
če	1390	1842	if
nosio	1391	1484	to carry, bring
lovu	1392	1560	hunt, hunting
bacio	1393	1417	to throw, cast
umoran	1394	1279	tired
govno	1395	1437	when used in singular: turd Example: Posrao sam baš veliko…
mnoge	1397	1338	many
spavanje	1398	1195	sleep, repose
traje	1399	1327	to last, continue
meta	1401	1414	target
treći	1403	1379	third
pala	1404	1422	feminine singular active past participle
hitno	1405	1316	urgently
oprostiti	1406	1787	to forgive, pardon
reči	1407	604	to say
potez	1408	1559	stroke, move
večera	1409	1339	supper, dinner
izgledati	1412	1994	to seem, appear
noću	1414	1207	at night, by night, in the night
rupu	1416	1444	pit, hole
gori	1417	1355	worse, comparative degree of zȁo
tišina	1418	1154	silence
ček	1419	1362	cheque
čudan	1421	1370	strange, weird, odd
kog	1422	804	of whom
volite	1423	1368	to love
kaži	1424	753	to say, to state
engleski	1425	1366	in an English manner, as an Englishman
kamera	1427	1501	video camera
vojnik	1429	1462	soldier
položaj	1431	1622	position
čuje	1432	1158	to hear
suprug	1436	1957	husband, male spouse
vrat	1437	1452	neck
preveo	1439	1324	active past participle of prèvesti
ustani	1441	1360	to stand up, rise, get up
taksi	1443	1260	taxi
mrzi	1445	1400	to hate
pametno	1446	1418	intelligently, prudently, reasonably, wisely
ujak	1448	1646	maternal uncle
počelo	1449	1410	principle, element
glupost	1450	1426	stupidity, foolishness, nonsense
motor	1451	1275	engine, motor
zao	1452	1261	evil, malicious, bad, mean, wicked
kamen	1453	1346	stone
licu	1454	1425	face
noćas	1455	1318	tonight
borba	1456	1463	fight
general	1457	1406	general
nadao	1458	1553	to hope
molimo	1459	1731	to ask, request, beg
dođu	1460	1377	to come, arrive
kosa	1465	1412	hair
takođe	1466	400	also, too
operacija	1467	1481	operation
šalim	1469	1396	to joke; to joke around
boji	1472	1800	color, tint
ponosan	1474	1413	proud
restoran	1475	1393	restaurant
zube	1476	1429	tooth
krug	1477	1392	circle
momka	1478	956	a young man, lad
jutra	1479	1256	genitive singular
uradili	1480	712	to do, make
žalim	1482	1571	to mourn, grieve
grupa	1483	1173	group
zahvaljujući	1485	1367	thanks to
prokleto	1486	1461	to curse
sunca	1487	1385	sun
stariji	1488	1404	comparative degree of stȁr
plaća	1490	1629	pay
napao	1491	1639	to attack, assault
park	1493	1465	park
pošalji	1494	1486	to send
poznat	1495	1478	well-known, known
jak	1496	1277	strong
divna	1497	1127	wonderful
član	1498	1469	member
ponašanje	1500	1511	behavior
ženama	1501	1407	woman
pravilo	1502	1497	rule
snaga	1504	1470	strength, power
prodaje	1505	1516	sale
pucaj	1507	1477	to crack, break, burst, split
klijent	1508	1645	client
dozvoliti	1509	972	to allow, permit, let
bomba	1511	1581	bomb
koriste	1512	1340	benefit, advantage, use
ostavili	1513	1530	to leave
zgodan	1514	1575	handsome, pretty, attractive
opasnost	1515	1468	danger
jede	1516	1218	to eat, consume
uključujući	1517	1578	present verbal adverb of uključívati
blago	1518	1409	mildly, gently
trik	1519	1506	trick
sudbina	1520	1411	fate, destiny
sladak	1521	1335	sweet
tokom	1524	695	during
kreće	1525	1502	to move
uzrok	1526	1738	cause, reason
nijedan	1527	1384	no one, none, nobody
gledali	1528	1495	to watch, look, see
nečemu	1529	1558	dative of nȅšto
razlika	1531	1459	difference
kojih	1532	1483	masculine genitive plural
ponoviti	1533	1999	to repeat
država	1534	1508	country
informacija	1535	1499	information
igrao	1536	1441	to play
duga	1537	1532	long
rođen	1539	1503	born
čist	1541	1500	clean, pure
odgovoran	1542	1542	responsible
duše	1543	1438	soul
dve	1544	321	two
držao	1545	1563	to hold, grasp
drvo	1546	1341	tree
boja	1547	1533	color, tint
gubitak	1548	1733	loss
ocem	1549	1448	father
milja	1550	1510	mile
prodao	1551	1531	to sell
navodno	1552	1853	allegedly, reportedly
neprijatelj	1554	1564	enemy
zla	1556	1475	evil, malicious, bad, mean, wicked
pritisak	1557	1308	pressure
odvratno	1558	1403	repulsively, detestably, abhorrently
pogotovo	1559	1904	especially, particularly, in particular
verovatno	1561	330	probably
poštovanje	1562	1476	respect, esteem
vozilo	1563	1769	vehicle
deo	1564	351	part
mame	1565	1514	to lure, entice
kratko	1566	1434	shortly
istom	1567	1482	same
vrhu	1570	1586	peak
sistem	1571	848	system
povratak	1572	1781	return
tvrdi	1574	1730	hard, firm
vodio	1575	1597	to lead
kupila	1576	1439	to buy, purchase
šumi	1577	1524	forest, woods
ulica	1579	1647	street
ulogu	1580	1509	role
hitnu	1582	1742	urgent
rada	1583	1504	indefinite masculine/neuter genitive singular
nada	1585	1565	hope
teška	1586	1554	heavy, weighty
neobično	1590	1679	unusually, strangely, oddly
crna	1591	1602	feminine nominative/vocative singular of cȓn
trajati	1592	1786	to last, continue
prostor	1593	1577	space
visoko	1594	1526	highly, high
los	1595	1485	moose
opasan	1596	1487	dangerous
nađe	1597	1232	to find, discover
poseban	1598	1609	special
obzir	1600	1674	consideration, care, respect
duša	1602	1496	soul
novom	1603	1505	new
vatra	1604	1574	fire
nasamo	1605	1551	in private, alone, face-to-face
konj	1607	1550	horse
gledala	1609	1492	to watch, look, see
rak	1610	1671	crab
tima	1611	1518	team
pacijent	1612	1717	patient
ubrzo	1613	1557	soon
dete	1617	348	child, kid
fantastično	1618	1491	fantastically
mač	1620	1601	sword
uništio	1621	1678	to destroy, annihilate
odavno	1623	1257	a long time ago
odjebi	1625	1606	second-person singular imperative of odjèbati: fuck off, go…
slobodu	1626	1576	freedom
zadrži	1629	1447	to keep, retain, withhold
fer	1633	1283	fairly
pogodio	1634	1751	to hit
dosad	1636	1979	until now, so far, thus far
poručnik	1638	1801	lieutenant
američki	1639	1701	in the American manner
iznutra	1640	1700	from inside
nek	1641	1289	let, may
nebo	1643	1537	sky
raj	1644	1528	heaven, paradise
pravom	1645	1587	pure, true, genuine
pravim	1647	1180	pure, true, genuine
čujemo	1648	1525	to hear
ukoliko	1650	1155	if
most	1651	1668	bridge
krenuli	1653	1512	to move, set in motion
prst	1655	1627	finger
suđenje	1656	1812	trial
profesor	1657	1490	professor
heroj	1659	1351	hero
sredi	1662	1364	Wednesday
riba	1663	1292	fish
leži	1664	1573	to lie, recline
šalje	1665	1620	to send
ptica	1667	1549	bird
uređaj	1668	1996	device, gadget, appliance
pića	1669	1655	nominative/genitive/accusative/vocative plural of píće
šerif	1671	1803	sheriff
uši	1672	1664	louse
životom	1673	1592	life
lov	1674	1677	hunt, hunting
loptu	1675	1544	ball
važna	1676	1692	important
spasi	1677	1618	to save, salvage
drže	1678	1640	to hold, grasp
gadno	1679	1706	ugly, disgusting, repulsive
vozač	1681	1711	driver
krivica	1682	1280	guilt, blame, fault
nimalo	1684	1750	not at all, not a bit
čvrsto	1685	1705	firmly, tightly, steadily
nogama	1687	1652	leg
ulaz	1688	1739	entrance
vodite	1689	1445	to lead
braća	1692	1662	brethren, brothers
njenom	1693	1349	her, hers
selo	1694	1453	village
haljinu	1695	1598	dress
bebe	1696	1513	baby, infant
svemir	1697	1876	space, universe
drugačiji	1698	1442	different
čiji	1699	1651	whose
mrtvih	1700	1710	masculine/feminine/neuter genitive plural of mr̀tav
uopšte	1701	416	generally, in general
teže	1703	1726	comparative degree of tȇško
igraš	1705	1064	to play
udar	1706	1746	stroke, hit
roditeljima	1707	1637	parent
kurva	1709	1555	whore, prostitute
krivim	1710	1721	guilty, culpable
rane	1711	1827	early
momče	1712	1372	a young man, lad
iskustvo	1713	1626	experience
pare	1714	743	money
videla	1715	373	to see
izađe	1720	1408	to go out, leave, come out, get out
napolje	1721	541	outside
pitali	1722	1765	to ask
lisa	1723	1716	blaze
rezultat	1725	1591	result
srećom	1726	1714	fortunately
baru	1727	1681	dative/locative singular of bȃr
rizik	1729	1749	risk
misija	1730	1712	mission
upali	1732	1596	inflammation, pneumonia
jelo	1735	1623	to eat, consume
nađeš	1736	1205	to find, discover
poslom	1737	1635	job
primio	1738	1793	to receive, get
kiša	1739	1489	rain
poslove	1741	1650	job
nade	1742	1689	hope
duha	1743	1641	smell, stench, odor
ovakav	1744	1567	like this, this kind of
šešir	1748	1688	hat
novim	1749	1660	new
otkako	1750	1780	since, ever since
nervozan	1751	1617	nervous
svašta	1752	1615	all sorts of things; everything
čitav	1754	1608	whole, entire, all
jeo	1755	1612	to eat, consume
rupa	1756	1743	pit, hole
sinu	1759	1728	shadow; shade
kombi	1760	1794	station wagon
zgrada	1761	1790	building
gospodar	1763	1614	master, lord
imalo	1764	1825	to have, possess, own
pitate	1765	1665	to ask
kreveta	1766	1654	bed
ljuti	1767	1792	angry
mlad	1769	1543	young
pukovnik	1770	1805	colonel
autobus	1771	1636	bus
druže	1772	679	to associate, socialize with
posto	1773	1855	percent
iznenada	1775	1455	suddenly, unexpectedly
većinu	1778	1963	majority, most
tati	1779	1725	dad, daddy
ponudio	1782	1885	to offer, to put forward
izraz	1784	1782	expression
dokazi	1785	1989	proof, evidence
svetu	1786	479	holy, saint
zahvalan	1787	1752	grateful, thankful
tužno	1788	1691	sadly
vojske	1789	1943	army
slučajnost	1790	1860	coincidence
zovete	1791	1670	to call, to be called
kažemo	1792	1271	to say, to state
smisao	1794	1840	sense, meaning
besplatno	1795	1980	free of charge
ptice	1796	1625	bird
činjenice	1798	1836	fact
papir	1800	1709	paper
polje	1801	1788	field
miran	1802	1631	motionless
kupi	1803	1373	cup, goblet
malom	1805	1697	small
in	1806	1901	other
ušla	1808	1735	to enter, go into, come in
ušli	1809	1798	to enter, go into, come in
moru	1810	1718	an anxiety-inducing concern, a hardship
sok	1811	1785	juice
karijeru	1812	1829	career
izgled	1813	1881	appearance, outlook, look
uđe	1814	1515	to enter, go into, come in
paket	1816	1926	packet
dnevnik	1817	1961	diary
prednost	1818	1837	advantage
linija	1819	1799	line
jače	1820	1736	comparative degree of jȃko
stoje	1821	1683	third-person plural present of stàjati
veče	1822	571	evening
led	1823	1656	ice
poljubac	1824	1610	a kiss
čas	1825	1251	moment
sveti	1827	1737	holy, saint
planeta	1828	1797	planet
stoj	1829	1562	second-person singular imperative of stàjati
stanice	1831	1624	station
mira	1832	1764	peace
oblik	1833	1864	shape, form, figure
seksa	1835	1877	genitive singular of sȅks
udala	1842	1685	to marry off
tate	1844	1936	dad, daddy
dvadeset	1845	1548	twenty
videti	1846	453	to see
nose	1847	1658	to carry, bring
dobrodošao	1849	1732	welcome
kutija	1853	1823	box, chest
otrov	1854	1897	poison
predstavu	1855	1433	show
objašnjenje	1856	1838	explanation
čuva	1857	1761	to guard, protect
teorija	1858	1960	theory
istoj	1859	1891	same
rukom	1860	1784	arm
želja	1861	1682	wish, desire
pratio	1862	1630	to follow
sramota	1864	1405	shame, disgrace
palo	1866	1708	neuter singular active past participle of pȁsti
konje	1867	1871	horse
istraživanje	1869	1935	research
otvoren	1871	1933	open, opened, uncovered
ribe	1873	1521	fish
sladoled	1875	1741	ice cream
svet	1876	455	holy, saint
nosila	1877	1807	to carry, bring
normalan	1878	1676	normal
profesore	1879	1522	professor
uzima	1881	1813	to take
virus	1882	1929	computer virus
rana	1883	1983	wound
nikakav	1884	1657	any, no
mačka	1885	1846	cat
sveta	1887	647	holy, saint
droga	1888	1930	drug
čekali	1889	1862	to wait, await
direktor	1891	1599	director
zovemo	1892	1672	to call, to be called
čin	1896	1903	action, act, deed
rupe	1898	1902	pit, hole
nesreću	1902	1978	accident
viski	1904	1757	whiskey/whisky
leti	1906	1538	summers, in summer, during the summer
kontrole	1910	1954	control
stanica	1911	1687	station
spremno	1913	1783	readily
grudi	1914	1472	thorax, chest, breast, bosom
bas	1915	1369	bass
kopile	1916	1420	bastard
članak	1918	1939	article
danima	1919	1844	for days and days
mlade	1921	1795	young
pojeo	1923	1847	to eat, consume
budan	1924	1974	awake
gladna	1925	1693	hungry
makar	1927	1488	at least
pogodak	1931	1987	goal, hit
jedinica	1936	1796	one
sposoban	1938	1985	capable, fit for, able
staro	1939	1820	old
desi	1942	766	to happen, occur
kaput	1943	1896	coat
devojka	1944	441	girl, maiden
nevin	1945	1882	innocent
visok	1947	1878	high, tall
jedem	1949	1390	to eat, consume
princ	1950	1748	prince
korist	1951	1965	benefit, advantage, use
crvena	1952	1949	red
starom	1953	1948	old
jedinice	1954	1867	one
lopov	1955	1828	thief, crook
najgori	1956	1909	evil, malicious, bad, mean, wicked
knjizi	1960	1886	book
staru	1961	1951	old
požar	1962	1995	fire
crno	1963	1915	black
plati	1965	1450	to pay
diži	1966	1919	to lift, raise, elevate
vrh	1968	1834	on top of
para	1970	999	steam
krila	1971	1756	wing
trener	1975	1890	coach
gomila	1976	1473	tumulus, barrow, burial mound or cairn
malim	1977	1814	small
kluba	1978	1991	club
utakmicu	1981	1815	sports game
stil	1982	1760	style
minut	1985	826	minute
noga	1986	1993	leg
oluja	1988	1887	storm
stav	1992	1772	posture, stance, position
zadovoljan	1993	1852	content, satisfied
ponuda	1994	1984	offer
vodom	1995	1843	water
nagrada	1997	1849	prize
stopala	1998	1791	foot
epizoda	1999	1858	episode
model	2000	1753	model
