word	rank_a	rank_b	english
ti	17	10	you
minuta	232	287	minute
telefon	472	549	telephone
seks	618	765	sex
tri	787	194	three
hotel	816	1101	hotel
profesor	949	1526	professor
avion	961	897	aeroplane
park	1060	1385	park
kamion	1275	1156	truck
partner	1328	1195	partner
sistem	1336	849	system
bomba	1339	1486	bomb
klub	1404	1065	club
autobus	1439	1527	bus
muzika	1506	1483	music
program	1552	1094	program
kompjuter	1672	1991	computer
adresa	1863	1975	address
rezultat	1952	1594	result
