rank	word	english
757	slemt	bad, ill-behaved, mean
758	lyver	to lie
759	begynde	to start, begin, commence, open
760	ha	ha!
761	slået	to beat, hit, knock
762	sikre	safe, secure
763	forlade	to leave
764	advokat	lawyer, attorney
765	ændre	to change, to alter
766	beviser	proof
767	aftes	i aftes, i går aftes – last night, yestereve,…
768	lærer	to teach
769	baby	A baby, an infant
770	kendt	know
771	dumme	stupid, dense, dumb, thick, dim
772	overhovedet	at all, whatsoever
773	sort	under the table; secretly, so as to avoid taxation
774	ene	one
775	kalde	to call, to refer to
776	middag	midday, noon
777	herinde	in here
778	forsøger	try
779	sekunder	second
780	født	to bear, give birth
781	skrev	to write
782	kig	to look
783	skriver	to write
784	hænderne	hand
785	selvom	alternative form of selv om
786	nemlig	that is, that is to say
787	mistede	to lose
788	landet	country
789	arbejdede	work, to do a specific task
790	tidspunkt	time, moment, date, point in time
791	smukt	beautiful, handsome, good-looking
792	falder	to fall
793	flytte	move, remove
794	problemet	problem
795	skylder	to owe
796	egne	own
797	brugt	to use
798	sad	to sit
799	smukke	beautiful, handsome, good-looking
800	fly	airplane, aeroplane
801	fare	danger, hazard
802	rejser	journey
803	umuligt	impossible
804	ærligt	honest
805	ide	alternative form of idé
806	vildt	wild
807	øl	beer
808	prøvet	to try
809	slippe	to let go, release, drop
810	fuck	Expresses dislike of the postpositive complement
811	hospitalet	hospital
812	skyd	to shoot
813	kende	a little bit
814	tidligt	early
815	dame	lady, woman
816	skør	insane
817	stolt	proud
818	løber	to run
819	fars	father, dad
820	sat	to put, place, set
821	lægge	calf
822	rent	purely
823	føle	to feel, sense
824	enhver	any, every, each
825	netop	precisely; very
826	mund	mouth
827	makker	mate, buddy, friend who is not close
828	døden	death, decease, demise
829	drink	drink; a alcoholic beverage
830	pokker	damn
831	billeder	picture, image
832	pris	price
833	alting	everything
834	sælge	to sell
835	fange	to catch, to capture
836	reddede	to save, rescue
837	ødelægge	to destroy
838	vandet	water
839	stemme	voice
840	kigge	to look
841	tør	dry
842	savner	to miss
843	sorte	black
844	løgn	lie
845	gave	gift, present
846	krop	body
847	kontakt	to contact
848	ringet	To call, to telephone
849	fortsæt	to continue
850	sur	whirr
851	stoler	Only used with på: see stole på
852	ære	honor
853	forsigtig	cautious
854	fleste	most
855	sid	to sit
856	starte	to start
857	ordne	to order, arrange, organize
858	præsident	president
859	glemme	to forget
860	stærk	strong
861	rør	to touch
862	miste	to lose
863	sang	sing
864	stil	to put, place, stand
865	glemte	to forget
866	pænt	fairly, pretty; to some extent
867	gutter	boy, lad, bloke
868	halv	half
869	åben	open
870	naturligvis	of course
871	færdige	finished, completed
872	angreb	to attack, assault
873	lægger	to lay
874	smule	a little bit of something
875	ender	end
876	forkerte	wrong
877	fin	fine
878	skidt	to shit
879	lukket	closure, flap, tap, a momentary closure of the oral cavity
880	pludselig	suddenly, all of a sudden
881	hav	to have, have got
882	drøm	to dream
883	ryger	to smoke
884	barnet	child
885	skål	cheers!
886	stjal	to steal
887	syntes	to think
888	midt	in the middle/centre
889	sulten	hungry, wanting to eat
890	vender	to turn
891	følelser	feeling
892	hjalp	to help
893	bestemt	certainly, definitely
894	direkte	direct, straight
895	øh	uh
896	starter	start
897	både	both
898	virkede	function properly
899	interessant	interestingly
900	lejlighed	apartment, flat
901	røvhul	anus, arsehole, asshole
902	vende	to turn
903	guds	god, God
904	undskylde	to excuse
905	overalt	everywhere
906	oberst	colonel
907	lært	to teach
908	derovre	over there, thither
909	ønskede	to wish
910	styr	to head, govern, rule, manage, control
911	masser	mass, pulp
912	historien	history
913	frue	wife
914	tv	TV
915	heldig	lucky, fortunate
916	fører	to lead, guide
917	køber	buy
918	egentlig	really, actually
919	mister	to lose
920	mål	language
921	kræver	to demand
922	ro	calmness
923	blå	blue
924	købte	buy
925	sælger	to sell
926	a	of, of...each, each containing
927	værste	worse
928	luften	air
929	forlod	to leave
930	minder	a memory, remembrance
931	musik	music
932	skrevet	to write
933	skønt	although
934	måned	month
935	dumt	stupid, dense, dumb, thick, dim
936	general	general
937	mulighed	possibility
938	fader	father
939	verdens	world
940	satte	to put, place, set
941	send	to send
942	ærlig	honest
943	lå	to lie
944	brød	to break
945	høj	high
946	meter	a metre, or meter
947	forsøgte	try
948	lovede	to promise
949	drikker	drink
950	ens	one
951	enkelt	single, individual, not immediately surrounded or followed…
952	forsvandt	to vanish, to disappear
953	løs	loose, not tight
954	stand	position, social status, station
955	ni	nine
956	kaldte	to call, to refer to
957	trækker	to pull, drag, haul, tow
958	spørg	to ask, inquire
959	morges	morning
960	bryder	steward
961	trække	to pull, drag, haul, tow
962	lagde	to lay
963	ødelagt	to destroy
964	slås	to beat, hit, knock
965	sødt	sweet
966	dengang	back then, at that time
967	an	on
968	stemmer	voice
969	tredje	third
970	nemt	easy
971	løj	to lie
972	lyset	light
973	tegn	sign
974	ren	reindeer
975	levende	to live, be alive
976	læst	to read
977	medmindre	unless
978	sov	to sleep
979	fortsætte	to continue
980	nær	near
981	forskellige	different
982	ejer	owner
983	jul	Christmas
984	møder	meeting
985	skaffe	to procure, to get
986	hånden	hand
987	viste	to show
988	ét	one
989	mon	I wonder
990	snak	to talk, speak
991	lærte	to teach
992	respekt	respect
993	danse	a dance
994	lege	play, game
995	adgang	access, permission, entry
996	frokost	lunch
997	forelsket	lovingly
998	taber	to lose
999	skid	fart
1000	stol	Only used with på: see stole på
1001	interesseret	to hold someone's interest
1002	hård	hard
1003	skam	really, you know
1004	gaden	street
1005	bed	to ask, request
1006	gravid	pregnant
1007	nervøs	nervous
1008	satan	a bastard; a sly, wicked, vicious person
1009	lukke	to close
1010	vælge	to choose
1011	krigen	war
1012	drengen	boy, lad
1013	hvilke	what, which, the
1014	tjener	to serve
1015	magt	power
1016	stoffer	cloth, fabric
1017	fart	speed
1018	hel	heal
1019	venlig	kind, kindly
1020	enten	either
1021	hul	hole
1022	flyve	to fly
1023	tusind	thousand
1024	derhen	there; thither; to that place
1025	o	Vocative particle
1026	ordner	order, neatness
1027	forlader	to leave
1028	sko	shoe
1029	date	a date
1030	enig	united
1031	bagefter	behind
1032	morder	murderer, killer
1033	frøken	Miss, miss
1034	opgave	task
1035	alvorligt	serious
1036	plejede	use to, used to
1037	nødvendigt	necessary, essential
1038	nar	fool, idiot
1039	personligt	personal
1040	nyheder	A report of current events, news
1041	hov	hoof
1042	søger	to search, look
1043	vandt	win
1044	sjæl	soul
1045	særlig	special; particular
1046	ekstra	extra
1047	sværger	to swear
1048	såret	wound
1049	klarede	to manage, to handle, to cope
1050	bar	to carry
1051	valgte	to choose
1052	forsvind	to vanish, to disappear
1053	løbet	run, the act of running
1054	mors	mother
1055	ligge	to lie
1056	begyndt	to start, begin, commence, open
1057	bekymre	to worry
1058	lav	to make, create, construct, produce
1059	røre	to touch
1060	flyt	move, remove
1061	lytter	to listen
1062	besøg	to visit
1063	spillet	A game
1064	endda	even
1065	red	to ride
1066	åbenbart	apparently
1067	nød	enjoy, relish
1068	dér	der, with emphasis
1069	især	especially, particularly
1070	festen	party
1071	lukker	closure, flap, tap, a momentary closure of the oral cavity
1072	ifølge	according to
1073	mindst	least
1074	konge	king
1075	himlen	sky
1076	søvn	sleep
1077	området	area, region, territory
1078	is	ice
1079	klog	sensible
1080	flytter	move, remove
1081	læser	to read
1082	tjek	check
1083	købt	buy
1084	åbn	to open
1085	ild	fire
1086	fjols	fool
1087	ordre	order
1088	vore	our/ours, plural of vor
1089	form	form
1090	flyet	airplane, aeroplane
1091	kontrol	control
1092	fortsætter	to continue
1093	retten	justice, law
1094	glemmer	to forget
1095	rum	room
1096	tænder	lighter, igniter
1097	lykkelig	happy, delighted
1098	nærheden	closeness, nearness, proximity
1099	kammerat	mate
1100	pokkers	damned
1101	ventet	wait
1102	glas	glass
1103	skabe	mange
1104	åbner	to open
1105	falde	to fall
1106	følte	to feel, sense
1107	særligt	specially; especially
1108	ryggen	back
1109	blandt	among
1110	myrdet	murder
1111	fandeme	Intensifier
1112	mark	field
1113	navnet	name
1114	bevise	to prove
1115	tilfælde	case, occurrence
1116	lagt	to lay
1117	pistolen	handgun, pistol
1118	hed	hot, scorching, boiling
1119	tjene	to serve
1120	lyve	to lie
1121	hverken	neither
1122	vilje	will
1123	tit	often
1124	glæder	joy
1125	takke	to thank
1126	præsidenten	president
