rank	word	english	ipa
3130	дейност	activity; work	[ˈdɛjnost]
3131	смяната	definite singular of смя́на	/smˈʲanɐtɐ/
3132	докажем	first-person plural present indicative of дока́жа	[doˈkaʒɛm]
3133	стратегия	strategy	[strɐˈtɛɡijɐ]
3134	нива	field	[ˈnivɐ]
3135	бирата	definite singular of би́ра	/ˈbirɐtɐ/
3136	семеен	family	[sɛˈmɛɛn]
3137	продал	indefinite masculine singular past active aorist participle…	[proˈdaɫ]
3138	крем	cream	[krɛm]
3139	журналист	journalist	[ʒo̟rnɐˈlist]
3140	фабрика	factory	[ˈfabrikɐ]
3141	пишат	third-person plural present indicative of пи́ша	[ˈpiʃɐt]
3142	седалка	seat	[sɛˈdaɫkɐ]
3143	покой	peace, calm, tranquillity	[poˈkɔj]
3144	декември	December	[dɛˈkɛɱvri]
3145	ракета	rocket	[rɐˈkɛtɐ]
3146	отпечатък	imprint	[otpɛˈt͡ʃa̟tɐk]
3147	пътищата	path, road, way, alley	/ˈpɤtiʃtɐtɐ/
3148	кит	whale	[kit]
3149	граф	count, graf, earl	[ɡraf]
3150	тигър	tiger	[ˈtiɡɐr]
3151	ориз	rice	[oˈris]
3152	изберете	second-person plural present indicative of избера́	[izbɛˈrɛtɛ]
3153	главоболие	cephalagia, headache	[ɡɫɐvoˈbɔliɛ]
3154	торба	bag bag made from fabric or polyethylene, etc., with one…	[torˈba]
3155	излизайте	second-person plural imperative of изли́зам	[izˈlizɐjtɛ]
3156	легна	to assume a horizontal position, to lie, to lie down	[ˈlɛɡnɐ]
3157	репутация	reputation	[rɛpoˈtat͡sijɐ]
3158	обещаваш	second-person singular present indicative of обеща́вам	[obɛʃˈtavɐʃ]
3159	богатство	wealth, fortune, riches	[boˈɡatstvo]
3160	уверен	sure, certain, convinced	[oˈvɛrɛn]
3161	горещ	hot	[ɡoˈrɛʃt]
3162	приятелски	friendly, amicable	[priˈja̟tɛɫski]
3163	сетя	to remember, to recall; to suddenly think of something	[ˈsɛtʲɐ]
3164	давате	second-person plural present indicative of да́вам	[ˈdavɐtɛ]
3165	промяната	definite singular of промя́на	/promˈʲanɐtɐ/
3166	играл	indefinite masculine singular past active aorist participle…	[iˈɡraɫ]
3167	идеален	ideal, transcendental	[idɛˈalɛn]
3168	пуша	to fume, to smoulder, to emit smoke	[ˈpuʃɐ]
3169	доставя	to deliver, to supply	[doˈstavʲɐ]
3170	умри	second-person singular imperative of умра́	[oˈmri]
3171	усещане	feeling	[oˈsɛʃtɐnɛ]
3172	зъб	tooth, tusk, fang	[zɤp]
3173	предимно	mainly, chiefly	[prɛˈdimno]
3174	топ	cannonball, bullet	[tɔp]
3175	мошеник	rascal, rogue, lowlife	[moˈʃɛnik]
3176	лягам	to assume a horizontal position, to lie, to lie down	[ˈlʲa̟ɡɐm]
3177	докторите	definite plural of до́ктор	/ˈdɔktoritɛ/
3178	строго	strictly, severely	/ˈstrɔɡo/
3179	лист	leaf	[list]
3180	питайте	second-person plural imperative of пи́там	[ˈpitɐjtɛ]
3181	средство	means	/ˈsrɛdstvo/
3182	умът	mind, nous	/uˈmɤt/
3183	материя	substance, material, matter	[mɐˈtɛrijɐ]
3184	майките	definite plural of ма́йка	/mɐjˈkitɛ/
3185	чип	chip	/ˈtʃip/
3186	срещнал	indefinite masculine singular past active aorist participle…	[ˈsrɛʃnɐɫ]
3187	врагът	enemy, foe, fiend, nemesis	[vrɐˈɡɤt]
3188	избере	third-person singular present indicative of избера́	[izbɛˈrɛ]
3189	живееше	second-person singular imperfect indicative of живе́я	[ʒiˈvɛɛʃɛ]
3190	млъкнеш	second-person singular present indicative of млъ́кна	[ˈmɫɤknɛʃ]
3191	донесъл	indefinite masculine singular past active aorist participle…	[doˈnɛsɐɫ]
3192	покрив	roof	[ˈpɔkrif]
3193	натиск	pressure, compression	[ˈnatisk]
3194	шибаняк	rascal, brute, boor	[ʃibɐˈnʲa̟k]
3195	местен	local, regional	[ˈmɛstɛn]
3196	виждах	first-person singular imperfect indicative of ви́ждам	[ˈviʒdɐx]
3197	доведеш	second-person singular present indicative of доведа́	[dovɛˈdɛʃ]
3198	пускам	to let, to allow	[ˈpuskɐm]
3199	нуждаете	second-person plural present indicative of нужда́я се	[noʒˈdaɛtɛ]
3200	победя	to defeat, to conquer, to vanquish, to overcome	[pobɛˈdʲɤ̟]
3201	свое	indefinite neuter singular of сво́й	[ˈsvɔɛ]
3202	часовете	hour	/ˈt͡ʃasovɛtɛ/
3203	езеро	lake, loch, pond	[ˈɛzɛro]
3204	председател	chairman, chairperson	[prɛtsɛˈdatɛɫ]
3205	разум	the power of comprehending, inferring, or thinking…	[ˈrazom]
3206	загубила	indefinite feminine singular past active aorist participle…	[zɐˈɡubiɫɐ]
3207	годишнина	anniversary	[ɡoˈdiʃninɐ]
3208	успокоя	to calm, to ease	[ospokoˈja̟]
3209	синовете	son	/sinoˈvɛtɛ/
3210	всякога	always	[ˈfsʲa̟koɡɐ]
3211	свиня	swine	[sviˈnʲa̟]
3212	убивал	indefinite masculine singular past active aorist participle	[oˈbivɐɫ]
3213	кученце	diminutive of ку́че: puppy, pup	[ˈkut͡ʃɛnt͡sɛ]
3214	авеню	avenue	[ɐvɛˈnʲu̟]
3215	заведете	second-person plural present indicative of заведа́	[zɐvɛˈdɛtɛ]
3216	полк	regiment	[pɔɫk]
3217	отведа	to lead away/off, to take away/off, to walk away/off, to…	[otvɛˈdɤ]
3218	благодариш	second-person singular present indicative of благодаря́	[bɫɐɡodɐˈriʃ]
3219	проклятието	definite singular of прокля́тие	/proklˈʲatiɛto/
3220	пясък	sand, gravel	[ˈpʲa̟sɐk]
3221	създават	third-person plural present indicative of създа́вам	[sɐzˈdavɐt]
3222	гаджета	indefinite plural of га́дже	/ˈɡad͡ʒɛtɐ/
3223	кърви	blood	[ˈkɤrvi]
3224	цвета	colour, color	/t͡svɛˈta/
3225	търсил	indefinite masculine singular past active aorist participle…	[ˈtɤrsiɫ]
3226	бал	ball	[baɫ]
3227	послание	message, address	[poˈsɫaniɛ]
3228	кабинет	study, office	[kɐbiˈnɛt]
3229	терорист	terrorist	[tɛroˈrist]
3230	федерален	federal	/fɛdɛˈralɛn/
3231	яке	jacket	[ˈja̟kɛ]
3232	сънувам	to dream	[sɐˈnuvɐm]
3233	отнесе	third-person singular present indicative of отнеса́	[otnɛˈsɛ]
3234	служа	to serve	[ˈsɫuʒɐ]
3235	избира	third-person singular present indicative of изби́рам	[izˈbirɐ]
3236	почна	to begin, to start, to commence	[ˈpɔt͡ʃnɐ]
3237	получили	indefinite plural past active aorist participle of полу́ча	[poˈɫut͡ʃili]
3238	настрани	sideward	[nɐstrɐˈni]
3239	наказанието	definite singular of наказа́ние	/nɐkɐˈzaniɛto/
3240	изчезването	definite singular of изче́зване	[iʃˈt͡ʃɛzvɐnɛto]
3241	пратих	first-person singular aorist indicative of пра́тя	[ˈpratix]
3242	благодарност	gratitude, thankfulness, appreciation	[bɫɐɡoˈdarnost]
3243	тенис	tennis	[ˈtɛnis]
3244	обвинявам	to accuse, to charge	[obviˈnʲa̟vɐm]
3245	вътрешен	inner, interior, internal, inside	[ˈvɤtrɛʃɛn]
3246	рецепта	recipe	[rɛˈt͡sɛptɐ]
3247	разбиране	verbal noun of разби́рам	[rɐzˈbirɐnɛ]
3248	купчина	heap, pile, stack	[ˈkupt͡ʃinɐ]
3249	крило	wing, pinion body that enables it to fly	[kriˈɫɔ]
3250	апетит	appetite	[ɐpɛˈtit]
3251	диаманти	indefinite plural of диама́нт	[diɐˈmanti]
3252	лекува	to heal, cure, treat	[lɛˈkuvɐ]
3253	ходила	indefinite feminine singular past active aorist participle…	[ˈxɔdiɫɐ]
3254	продажба	sale, selling, marketing, vendition	[proˈdaʒbɐ]
3255	очаквате	second-person plural present indicative of оча́квам	[oˈt͡ʃa̟kvɐtɛ]
3256	верига	chain, towline	[vɛˈriɡɐ]
3257	казваха	third-person plural imperfect indicative of ка́звам	[ˈkazvɐxɐ]
3258	честита	indefinite feminine singular of чести́т	[t͡ʃɛˈstitɐ]
3259	революция	revolution	[rɛvoˈlʲu̟t͡sijɐ]
3260	чукам	to clack, to patter	[ˈt͡ʃu̟kɐm]
3261	бавачка	female babysitter	[bɐˈvat͡ʃkɐ]
3262	зелен	green, verdant, greenish	[zɛˈlɛn]
3263	паднала	indefinite feminine singular past active aorist participle…	[ˈpadnɐɫɐ]
3264	скрия	to hide, to conceal	[ˈskrijɐ]
3265	слабо	weakly	[ˈsɫabo]
3266	зет	son-in-law	[zɛt]
3267	понесе	third-person singular present indicative of понеса́	[ponɛˈsɛ]
3268	тръгват	third-person plural present indicative of тръ́гвам	[ˈtrɤɡvɐt]
3269	паднах	first-person singular aorist indicative of па́дна	[ˈpadnɐx]
3270	другари	indefinite plural of друга́р	/druˈɡari/
3271	щатите	state	[ˈʃtatitɛ]
3272	чин	rank, grade	[t͡ʃin]
3273	обичала	indefinite feminine singular past active aorist participle…	[oˈbit͡ʃɐɫɐ]
3274	германците	definite plural of герма́нец	[ɡɛrˈmant͡sitɛ]
3275	липса	absence	[ˈlipsɐ]
3276	бесен	mad, rabid	[ˈbɛsɛn]
3277	постигна	to achieve, to accomplish, to attain	[poˈstiɡnɐ]
3278	шибаните	definite plural past passive participle of ши́бам	[ˈʃibɐnitɛ]
3279	пиши	second-person singular imperative of пи́ша	[piˈʃi]
3280	яйцата	definite plural of яйце́	/jajtsɐˈta/
3281	сода	soda	/ˈsɔdɐ/
3282	заложник	hostage	[zɐˈɫɔʒnik]
3283	цветове	colour, color	/t͡svɛtoˈvɛ/
3284	чорапи	socks, indefinite plural of чора́п	[t͡ʃo̟ˈrapi]
3285	използвайки	adverbial participle of изпо́лзвам	[isˈpɔɫzvɐjki]
3286	загина	to perish	[zɐˈɡinɐ]
3287	ситуации	indefinite plural of ситуа́ция	[sitoˈat͡sii]
3288	уведомя	to inform, to notify, to advise	[ovɛdoˈmʲɤ̟]
3289	отворено	indefinite neuter singular past passive participle of…	[otˈvɔrɛno]
3290	телевизор	television, television set	[tɛlɛˈvizor]
3291	разходите	second-person plural present indicative of разхо́дя	[rɐsˈxɔditɛ]
3292	билетите	definite plural of биле́т	/biˈlɛtitɛ/
3293	пазач	guard, watchman, warden	[pɐˈzat͡ʃ]
3294	легни	second-person singular imperative of ле́гна	[lɛɡˈni]
3295	разговарям	to converse, to talk	[rɐzɡoˈvarʲɐm]
3296	клоун	clown	[ˈkɫɔon]
3297	публика	audience	[ˈpublikɐ]
3298	интересувам	to interest, to engage, to stir the interest of	[intɛrɛˈsuvɐm]
3299	пещерата	definite singular of пещера́	/pɛʃtɛˈratɐ/
3300	албум	album	[ɐɫˈbum]
3301	посетя	to visit; to call on	[posɛˈtʲɤ̟]
3302	инструмент	tool, implement, instrument	[instroˈmɛnt]
3303	мода	fashion	[ˈmɔdɐ]
3304	хол	living room	[xɔɫ]
3305	бягат	third-person plural present indicative of бя́гам	[ˈbʲa̟ɡɐt]
3306	влизане	verbal noun of вли́зам	[ˈvlizɐnɛ]
3307	племето	definite singular of пле́ме	/ˈplɛmɛto/
3308	нация	nation	[ˈnat͡sijɐ]
3309	напиши	second-person singular imperative of напи́ша	[nɐpiˈʃi]
3310	изпий	second-person singular imperative of изпи́я	[isˈpij]
3311	лъв	lion	[ɫɤf]
3312	довел	indefinite masculine singular past active aorist participle…	[doˈvɛɫ]
3313	дьо	of; used in French loan terms	[dʲo̟]
3314	щат	state	[ʃtat]
3315	десерт	dessert	[dɛˈsɛrt]
3316	купуваш	second-person singular present indicative of купу́вам	[koˈpuvɐʃ]
3317	безполезен	useless	[bɛspoˈlɛzɛn]
3318	лудница	psychiatric facility, mental hospital, lunatic asylum	[ˈɫudnit͡sɐ]
3319	акцент	accent	[ɐkˈt͡sɛnt]
3320	изчезват	third-person plural present indicative of изче́звам	[iʃˈt͡ʃɛzvɐt]
3321	блок	block	[bɫɔk]
3322	определи	plural past active imperfect participle of опреда́	[oprɛˈdɛli]
3323	притежавам	to possess; to own	[pritɛˈʒa̟vɐm]
3324	съветвам	to advise, to counsel, to admonish	[sɐˈvɛtvɐm]
3325	изпращам	to send	[isˈpraʃtɐm]
3326	яйце	egg	[jɐjˈt͡sɛ]
3327	прочетете	second-person plural present indicative of прочета́	[prot͡ʃɛˈtɛtɛ]
3328	съгласие	consent, assent, agreement	[sɐˈɡɫasiɛ]
3329	жено	vocative singular of жена́	/ˈʒɛno/
3330	ай	oh, ah; expression of wonder, surprise, fear, etc.,…	[aj]
3331	отровата	definite singular of отро́ва	/oˈtrɔvɐtɐ/
3332	петно	stain, blot, taint, smear, blemish, smudge	[pɛtˈnɔ]
3333	обвини	third-person singular present indicative	[obviˈni]
3334	мишка	murid	[ˈmiʃkɐ]
3335	засада	ambush	[zɐˈsadɐ]
3336	техният	definite subject masculine singular of те́хен; their, theirs	[ˈtɛxnijɐt]
3337	красавице	vocative singular of краса́вица	/krɐˈsavit͡sɛ/
3338	пратил	indefinite masculine singular past active aorist participle…	[ˈpratiɫ]
3339	замък	castle	[ˈzamɐk]
3340	техен	their, theirs; the third-person plural possessive pronoun	[ˈtɛxɛn]
3341	пенис	penis	[ˈpɛnis]
3342	щит	shield	[ʃtit]
3343	корабите	definite plural of ко́раб	/ˈkɔrɐbitɛ/
3344	злополука	accident	[zɫopoˈɫukɐ]
3345	съсед	neighbour	[sɐˈsɛt]
3346	спират	third-person plural present indicative of спи́рам	[ˈspirɐt]
3347	подход	approach	[potˈxɔt]
3348	забравям	to forget	[zɐˈbravʲɐm]
3349	кора	bark, rind	[koˈra]
3350	кърпа	towel	[ˈkɤrpɐ]
3351	марка	brand	[ˈmarkɐ]
3352	орбита	orbit	[ˈɔrbitɐ]
3353	проваля	to ruin, to spoil, to wreck	[provɐˈlʲɤ̟]
3354	гроб	grave	[ɡrɔp]
3355	ритъм	rhythm	[ˈritɐm]
3356	уж	supposedly, allegedly, ostensibly	[ˈuʃ]
3357	стрелец	archer	[strɛˈlɛt͡s]
3358	слуга	male servant	[sɫoˈɡa]
3359	основната	definite feminine singular of осно́вен	[oˈsnɔvnɐtɐ]
3360	спираме	first-person plural present indicative of спи́рам	[ˈspirɐmɛ]
3361	светло	light, brightly	/ˈsvɛtɫo/
3362	дребен	small	[ˈdrɛbɛn]
3363	питал	indefinite masculine singular past active aorist participle…	[ˈpitɐɫ]
3364	учителка	female equivalent of учи́тел: female teacher	[oˈt͡ʃitɛɫkɐ]
3365	поръчам	to order a product or service	[poˈrɤt͡ʃɐm]
3366	пробив	breakthrough, breach, penetration, breaking through	[proˈbif]
3367	рози	indefinite plural of ро́за	/ˈrɔzi/
3368	мощност	power, force	[ˈmɔʃnost]
3369	молитва	prayer	[moˈlitvɐ]
3370	януари	January	[jɐnoˈari]
3371	кучки	indefinite plural of ку́чка	/ˈkut͡ʃki/
3372	уговорка	arrangement, agreement, understanding	[oɡoˈvɔrkɐ]
3373	сестричке	vocative singular of сестричка	/sɛsˈtrit͡ʃkɛ/
3374	пети	fifth	[ˈpɛti]
3375	комисия	commission, committee	[koˈmisijɐ]
3376	риби	indefinite plural of ри́ба	[ˈribi]
3377	съглася	only used in съглася́ се	[sɐɡɫɐˈsʲa̟]
3378	пристигнах	first-person singular aorist indicative of присти́гна	[priˈstiɡnɐx]
3379	пиете	second-person plural present indicative of пи́я	[ˈpiɛtɛ]
3380	спасят	third-person plural present indicative of спася́	[spɐˈsʲɤ̟t]
3381	спасил	indefinite masculine singular past active aorist participle…	[spɐˈsiɫ]
3382	болести	indefinite plural of бо́лест	/ˈbɔlɛsti/
3383	белезници	handcuffs, manacles	[bɛlɛˈznit͡si]
3384	заболяване	disease, ailment, illness	[zɐboˈlʲa̟vɐnɛ]
3385	близнаци	Gemini, Geminis	[bliˈznat͡si]
3386	сал	raft	[saɫ]
3387	джоб	pocket	[dʒɔp]
3388	петите	definite plural of пе́ти	[ˈpɛtitɛ]
3389	разочаровам	to disappoint, to disillusion	[rɐzot͡ʃɐˈrɔvɐm]
3390	прекъсна	to interrupt, to break off, to cut off	[prɛˈkɤsnɐ]
3391	решат	third-person plural present indicative of реша́	[rɛˈʃɤ̟t]
3392	интересуваш	second-person singular present indicative of интересу́вам	[intɛrɛˈsuvɐʃ]
3393	мълчиш	second-person singular present indicative of мълча́	[mɐɫˈt͡ʃiʃ]
3394	кап	sound of dripping	[kap]
3395	чийто	whose	[ˈt͡ʃijto]
3396	паунда	definite object singular	[ˈpao̯ndɐ]
3397	беден	poor, needy, penniless, moneyless, penurious	[ˈbɛdɛn]
3398	купуват	third-person plural present indicative of купу́вам	[koˈpuvɐt]
3399	горе-долу	more or less	[ˈɡɔrɛ-ˈdɔɫo]
3400	кошмари	indefinite plural of кошма́р	/koʃˈmari/
3401	летят	third-person plural present indicative of летя́	[lɛˈtʲɤ̟t]
3402	биете	second-person plural present indicative of би́я	[ˈbiɛtɛ]
3403	плащаме	first-person plural present indicative of пла́щам	[ˈpɫaʃtɐmɛ]
3404	почва	soil, ground	[ˈpɔt͡ʃvɐ]
3405	учим	first-person plural present indicative of у́ча	[ˈut͡ʃim]
3406	пишете	second-person plural present indicative of пи́ша	[ˈpiʃɛtɛ]
3407	пиеса	play	[piˈɛsɐ]
3408	медал	medal	[mɛdɐɫ]
3409	причинил	indefinite masculine singular past active aorist participle…	[prit͡ʃiˈniɫ]
3410	пътуваме	first-person plural present indicative of пъту́вам	[pɐˈtuvɐmɛ]
3411	слушаме	first-person plural present indicative of слу́шам	[ˈsɫuʃɐmɛ]
3412	екипаж	crew	[ɛkiˈpaʃ]
3413	напускаш	second-person singular present indicative of напу́скам	[nɐˈpuskɐʃ]
3414	летище	airport	[lɛˈtiʃtɛ]
3415	избран	indefinite masculine singular past passive participle of…	[izˈbran]
3416	тичай	second-person singular imperative of ти́чам	[ˈtit͡ʃɐj]
3417	срещат	third-person plural present indicative of сре́щам	[ˈsrɛʃtɐt]
3418	счупя	to break, to fracture, to crack	[ˈʃt͡ʃu̟pʲɐ]
3419	изчезвайте	second-person plural imperative of изче́звам	[iʃˈt͡ʃɛzvɐjtɛ]
3420	оцеляване	verbal noun of оцеля́вам	[ot͡sɛˈlʲa̟vɐnɛ]
3421	прическа	haircut, hairstyle, hairdo	[priˈt͡ʃɛskɐ]
3422	виня	to blame, to accuse, to condemn	[viˈnʲɤ̟]
3423	загубите	second-person plural present indicative of загу́бя	[zɐˈɡubitɛ]
3424	светлини	indefinite plural of светлина́	/svɛtliˈni/
3425	заплашва	third-person singular present indicative of запла́швам	[zɐˈpɫaʃvɐ]
3426	усетя	to feel	[oˈsɛtʲɐ]
3427	ски	ski	[ski]
3428	заспивай	second-person singular imperative of заспи́вам	[zɐˈspivɐj]
3429	питиета	indefinite plural of питие́	/pitiˈɛtɐ/
3430	лъжите	definite plural of лъжа́	/ɫɐˈʒitɛ/
3431	заплаши	third-person singular present indicative of запла́ша	[zɐˈpɫaʃi]
3432	точен	punctual, keen	[ˈtɔt͡ʃɛn]
3433	храм	temple	[xram]
3434	чиито	plural of чи́йто	[t͡ʃiˈito]
3435	изчезвам	to disappear, to vanish	[iʃˈt͡ʃɛzvɐm]
3436	мия	to wash	[ˈmijɐ]
3437	тръба	trumpet, horn	[trɐˈba]
3438	съобщи	third-person singular present indicative of съобщя́	[sɐopʃˈti]
3439	убивай	second-person singular imperative of уби́вам	[oˈbivɐj]
3440	гащи	underpants, drawers, pants	[ˈɡaʃti]
3441	старт	start, beginning	[start]
3442	наранен	indefinite masculine singular past passive participle of…	[nɐrɐˈnɛn]
3443	влюби	third-person singular present indicative	[ˈvlʲu̟bi]
3444	хранене	eating	[ˈxranɛnɛ]
3445	сексуален	sexual	[sɛksoˈalɛn]
3446	чий	whose	[t͡ʃij]
3447	уволнят	third-person plural present indicative of уволня́	[ovoɫˈnʲɤ̟t]
3448	киното	definite singular of ки́но	[ˈkinoto]
3449	доказателството	definite singular of доказа́телство	[dokɐˈzatɛɫstvoto]
3450	салон	hall	[sɐˈɫɔn]
3451	изпит	test	[ˈispit]
3452	даден	to give	[ˈdadɛn]
3453	професионален	professional	[profɛsioˈnalɛn]
3454	забравят	third-person plural present indicative of забра́вя	[zɐˈbravʲɐt]
3455	ангелите	definite plural of а́нгел	/ˈanɡɛlitɛ/
3456	готвиш	second-person singular present indicative of го́твя	[ˈɡɔtviʃ]
3457	първоначално	initially, at first, in the beginning	[pɐrvonɐˈt͡ʃa̟ɫno]
3458	грижите	definite plural of гри́жа	/ˈɡriʒitɛ/
3459	челото	definite neuter singular past active aorist participle of…	[ˈt͡ʃɛɫoto]
3460	гласовете	voice	/ɡɫɐsoˈvɛtɛ/
3461	продължите	second-person plural present indicative of продължа́	[prodɐɫˈʒitɛ]
3462	срещнат	indefinite masculine singular past passive participle of…	[ˈsrɛʃnɐt]
3463	религия	religion	[rɛˈliɡijɐ]
3464	тока	buckle, clasp	[toˈka]
3465	мълчание	silence	[mɐɫˈt͡ʃa̟niɛ]
3466	повярват	third-person plural present indicative of повя́рвам	[poˈvʲa̟rvɐt]
3467	мъка	trouble, hardship, struggle, laborious effort	[ˈmɤkɐ]
3468	унищожат	third-person plural present indicative of унищожа́	[oniʃtoˈʒɤ̟t]
3469	танцувай	second-person singular imperative of танцу́вам	[tɐnˈt͡suvɐj]
3470	инфекция	infection	[inˈfɛkt͡sijɐ]
3471	целунеш	second-person singular present indicative of целу́на	[t͡sɛˈɫunɛʃ]
3472	съществуването	definite singular of съществу́ване	[sɐʃtɛstˈvuvɐnɛto]
3473	продаваме	first-person plural present indicative of прода́вам	[proˈdavɐmɛ]
3474	влакът	train	[ˈvɫakɐt]
3475	излизане	verbal noun of изли́зам	[izˈlizɐnɛ]
3476	добавя	to add	[doˈbavʲɐ]
3477	бий	second-person singular imperative of би́я	[bij]
3478	багаж	baggage, luggage	[bɐˈɡaʃ]
3479	жилище	dwelling, abode	[ˈʒiliʃtɛ]
3480	лига	spittle, saliva, slobber, drool	[ˈliɡɐ]
3481	излязла	indefinite feminine singular past active aorist participle…	[izˈlʲa̟zɫɐ]
3482	вила	pitchfork	[ˈviɫɐ]
3483	сложен	complex, complicated, intricate	[ˈsɫɔʒɛn]
3484	прекарвам	to transport, to carry by vehicle	[prɛˈkarvɐm]
3485	имунитет	immunity	[imoniˈtɛt]
3486	крадеш	second-person singular present indicative of крада́	[krɐˈdɛʃ]
3487	планини	indefinite plural of планина́	/pɫɐniˈni/
3488	течност	liquid	[ˈtɛt͡ʃnost]
3489	ползваш	second-person singular present indicative of по́лзвам	[ˈpɔɫzvɐʃ]
3490	въображение	imagination	[vɐobrɐˈʒɛniɛ]
3491	ябълка	apple	[ˈja̟bɐɫkɐ]
3492	наказан	indefinite masculine singular past passive participle of…	[nɐˈkazɐn]
3493	продадеш	second-person singular present indicative of прода́м	[prodɐˈdɛʃ]
3494	дяволът	definite subject singular of дя́вол	[ˈdʲa̟voɫɐt]
3495	създаден	indefinite masculine singular past passive participle of…	[sɐzˈdadɛn]
3496	говорихте	second-person plural aorist indicative of гово́ря	[ɡoˈvɔrixtɛ]
3497	облак	cloud	[ˈɔbɫɐk]
3498	наркоман	male drug addict, male dope fiend, male junkie, male druggie	[nɐrkoˈman]
3499	видяха	third-person plural aorist indicative of ви́дя	[viˈdʲa̟xɐ]
3500	акула	shark	[ɐˈkuɫɐ]
3501	редактор	editor	/rɛˈdaktor/
3502	изгубим	first-person plural present indicative of изгу́бя	[izˈɡubim]
3503	решите	second-person plural present indicative of реша́	[rɛˈʃitɛ]
3504	наех	first-person singular aorist indicative of нае́ма	[nɐˈɛx]
3505	продадох	first-person singular aorist indicative of прода́м	[proˈdadox]
3506	прозорци	indefinite plural of прозо́рец	/proˈzɔrt͡si/
3507	вечери	indefinite plural of ве́чер	/ˈvɛt͡ʃɛri/
3508	повярвах	first-person singular imperfect indicative of повя́рвам	[poˈvʲa̟rvɐx]
3509	използвайте	second-person plural imperative of изпо́лзвам	[isˈpɔɫzvɐjtɛ]
3510	брада	chin	[brɐˈda]
3511	изплашен	indefinite masculine singular past passive participle of…	[isˈpɫaʃɛn]
3512	месото	definite singular of месо́	/mɛˈsɔto/
3513	създадени	indefinite plural past passive participle of създа́м	[sɐzˈdadɛni]
3514	помагаме	first-person plural present indicative of пома́гам	[poˈmaɡɐmɛ]
3515	изпитание	trial, tribulation, ordeal	[ispiˈtaniɛ]
3516	безсмислено	pointlessly	[bɛsˈsmislɛno]
3517	продадем	first-person plural present indicative of прода́м	[prodɐˈdɛm]
3518	обич	love, agape, attachment, affection	[ˈɔbit͡ʃ]
3519	пеят	third-person plural present indicative of пе́я	[ˈpɛjɐt]
3520	светове	world, earth, universe	/svɛtoˈvɛ/
3521	депресия	depression	[dɛˈprɛsijɐ]
3522	подпише	third-person singular present indicative of подпи́ша	[potˈpiʃɛ]
3523	мощ	power, might	[mɔʃt]
3524	номерата	definite plural of но́мер	/nomɛˈratɐ/
3525	принуден	indefinite masculine singular past passive participle of…	[priˈnudɛn]
3526	окръг	district	[ˈɔkrɐk]
3527	батко	older brother	[ˈbatko]
3528	срамота	shame, disgrace	/srɐmoˈta/
3529	продължат	third-person plural present indicative of продължа́	[prodɐɫˈʒɤ̟t]
3530	строя	to build, to construct, to erect	[stroˈjɤ̟]
3531	отмени	indefinite plural of отмя́на	/otˈmɛni/
3532	заспал	indefinite masculine singular past active aorist participle…	[zɐˈspaɫ]
3533	защитник	defender	[zɐʃˈtitnik]
3534	създаването	definite singular of създа́ване	[sɐzˈdavɐnɛto]
3535	препоръчвам	to recommend	[prɛpoˈrɤt͡ʃvɐm]
3536	спираш	second-person singular present indicative of спи́рам	[ˈspirɐʃ]
3537	използван	indefinite masculine singular past passive participle of…	[isˈpɔɫzvɐn]
3538	грабеж	robbery, plunder	[ɡrɐˈbɛʃ]
3539	решен	indefinite masculine singular past passive participle of…	[rɛˈʃɛn]
3540	живяла	indefinite feminine singular past active aorist participle…	[ʒiˈvʲa̟ɫɐ]
3541	рицар	knight	[ˈrit͡sɐr]
3542	спите	to sleep	[ˈspitɛ]
3543	основните	definite plural of осно́вен	[oˈsnɔvnitɛ]
3544	забравили	indefinite plural past active aorist participle of забра́вя	[zɐˈbravili]
3545	дадохме	to give	[ˈdadoxmɛ]
3546	дарба	talent, aptitude	[ˈdarbɐ]
3547	уличница	slut, whore, hussie	[ˈulit͡ʃnit͡sɐ]
3548	пара	steam	[ˈparɐ]
3549	управител	manager, director, governor, superintendent	[oˈpravitɛɫ]
3550	припадна	to faint, to pass out, to collapse, to swoon, to dwam	[priˈpadnɐ]
3551	последни	indefinite plural of после́ден	[poˈslɛdni]
3552	свещи	candle, taper	/ˈsvɛʃti/
3553	изгубила	indefinite feminine singular past active aorist participle…	[izˈɡubiɫɐ]
3554	скали	indefinite plural of скала́	/skɐˈli/
3555	чиния	plate	[t͡ʃiˈnijɐ]
3556	достойнство	dignity	[doˈstɔjnstvo]
3557	лъжкиня	female equivalent of лъже́ц: female liar	[ɫɐʃˈkinʲɐ]
3558	обяснявам	to tell somebody about something in a way that makes it…	[obʲɐˈsnʲa̟vɐm]
3559	арестуваме	first-person plural present indicative of аресту́вам	[ˌarɛˈstuvɐmɛ]
3560	широко	wide, widely, broadly	[ʃiˈrɔko]
3561	начело	first principle, origin	[nɐˈt͡ʃɛɫo]
3562	бедствие	calamity, disaster, scourge, adversity	[ˈbɛtstviɛ]
3563	губите	second-person plural present indicative of гу́бя	[ˈɡubitɛ]
3564	обвинява	third-person singular present indicative of обвиня́вам	[obviˈnʲa̟vɐ]
3565	бекон	bacon	[bɛˈkɔn]
3566	започнало	indefinite neuter singular past active aorist participle of…	[zɐˈpɔt͡ʃnɐɫo]
3567	магически	magic, magical	[mɐˈɡit͡ʃɛski]
