rank	word	english	ipa
215	ingat	to remember	/ˈiŋat/
216	kemudian	after	/kəmuˈdian/
217	siap	ready, prepared, all set	/ˈsiap/
218	terus	of a direction relative to the subject, precisely; as if…	/təˈrus/
219	gila	crazy, insane	/ˈɡila/
220	pun	also, too	/ˈpun/
221	tuan	second person personal pronoun	/ˈtuan/
222	sakit	ill; sick; hurt	/ˈsakit/
223	tidur	to rest in a state of reduced consciousness	/ˈtidur/
224	pulang	to return, to go home, to go back	/ˈpulaŋ/
225	segera	soon	/səɡəˈra/
226	seharusnya	should	/sə.ha.rusˈɲa/
227	kepada	to	/kəˈpada/
228	memang	indeed	/ˈmemaŋ/
229	takut	afraid	/ˈtakut/
230	dirimu	yourself	/diˈrimu/
231	halo	hello	/ˈhalo/
232	terlihat	visible	/tərˈli.hat̚/
233	nama	name	/ˈnama/
234	i	alternative form of pertama	/ˈi/
235	sial	unlucky, inopportune	/ˈsial/
236	berbicara	to talk; to speak	/bərbit͡ʃara/
237	minta	to ask, ask for, request	/ˈminta/
238	kota	a large settlement, bigger than a town; sometimes with a…	/ˈkota/
239	mobil	car, automobile, a vehicle steered by a driver	/ˈmobil/
240	membantu	to help, to assist, to aid	[məmˈbant̪u]
241	terakhir	Final; latest, last, ultimate	/təˈrahir/
242	biasa	normal, ordinary, regular	/biˈasa/
243	cinta	love	/ˈt͡ʃinta/
244	mu	alternative spelling of -mu	/ˈmu/
245	depan	next	/dəˈpan/
246	sebentar	later	/səbənˈtar/
247	rasa	taste	/ˈrasa/
248	bagian	piece: a part of a larger whole	/baˈɡian/
249	bodoh	stupid, foolish	/ˈbodoh/
250	sialan	fuck!, shit!	/si.a.lan/
251	manusia	a human	[maˈnuʃa̯]
252	tiga	three	/ˈtiɡa/
253	berhasil	having a result	/bərˈhasil/
254	sungguh	aright: rightly, correctly; in the right way or form	/ˈsuŋɡuh/
255	mendengar	hearing	/məndəˈŋar/
256	tepat	correct	/tə.pat/
257	bawah	under, below	/ˈbawah/
258	berikan	have a fish	/bərˈʔikan/
259	ambil	to take; to take up	/ˈambil/
260	pagi	morning	/ˈpaɡi/
261	air	water	/ˈair/
262	keluarga	family	/kəluˈarɡa/
263	hai	hi	/haɪ/
264	bawa	to carry, bring, take	/ˈbawa/
265	kehilangan	loss	/kəhiˈlaŋan/
266	maafkan	to forgive; to condone	/maˈafkan/
267	nanti	later	/nan.ti/
268	bagi	for	/ˈbaɡi/
269	tangan	the part of the forelimb below the forearm or wrist in a…	/ˈtaŋan/
270	hebat	dreadful	/ˈhɛbat/
271	menunggu	active of tunggu	/məˈnuŋɡu/
272	ikut	to follow	/ˈikut/
273	masa	words to express distrust and rhetorical in nature	[ˈmasa]
274	jauh	far	/ˈd͡ʒauh/
275	pekerjaan	something done; action	/pə.kər.dʒa.(ʔ)an/
276	ah	oh, expresses compassion, surprise and dismay	/ˈah/
277	berdua	to be in a group of two	/bərˈdua/
278	paling	most	/ˈpaliŋ/
279	peduli	to care	/pəˈduli/
280	aneh	strange, weird, odd, unusual	/ˈaneh/
281	anak-anak	child	/ˌanak ˈanak/
282	penting	important; primary	/pənˈtiŋ/
283	tadi	the time that is just passed; just	/ˈtadi/
284	si	definite article used before the names of those with whom…	/ˈsi/
285	selesai	to be finished; to be completed; to be done	/sələˈsai̯/
286	seluruh	whole, entire, all	[səˈlurʊh]
287	ok	operating theatre, operating room	/ˌo ˈka/
288	meninggalkan	to abandon, to forsake	/məniŋˈɡalkan/
289	cuma	only, merely	/ˈt͡ʃuma/
290	suatu	a; an	/suˈatu/
291	terbaik	good, nice, decent	/tərˈba.ɪʔ/
292	khawatir	worried	/xaˈwatɪr/
293	tua	old	/ˈtua/
294	memberikan	active of berikan	/məm.bəˈri.kan/
295	tenang	calm, motionless	/tə.naŋ/
296	hentikan	to stopped	/hənˈtikan/
297	coba	if	/ˈt͡ʃoba/
298	menit	a unit of time equal to sixty seconds	/məˈnɪt/
299	sekolah	an institution dedicated to teaching and learning; an…	/səˈkolah/
300	duduk	to sit down	/ˈduduk/
301	sebelumnya	at an earlier time	/sə.bəˈlum.ɲa/
302	secara	Added before adjectives and nouns to denote adverbial…	[səˈt͡ʃara]
303	maka	so	/ˈmaka/
304	besok	on the day after the present day	/ˈbesɔʔ̚/
305	minum	to drink	/ˈminum/
306	tn	initialism of taman nasional	/ˈteən/
307	berarti	to mean; to signify, or indicate	/bəˈrar.ti/
308	bulan	moon	/ˈbulan/
309	bergerak	to move	/bərˈɡɛrak/
310	sejak	since	/səˈd͡ʒak/
311	hampir	almost	/ˈhampir/
312	kemari	come here	/kəˈmari/
313	kepala	head: the part of the body of an animal or human which…	/kəˈpala/
314	astaga	oh my God	/asˈtaɡa/
315	tetapi	but	/təˈtapi/
316	soal	question, problem, matter, point	/ˈso.ʔal/
317	menggunakan	to use	/məŋɡuˈnakan/
318	tau	tau	/ˈtau/
319	diam	quiet	/ˈdiam/
320	aman	safe; secure	/a.man/
321	berjalan	to move on the feet by alternately setting each foot…	/bərˈdʒa.lan/
322	buat	for	/ˈbuat/
323	sulit	hard, difficult	/ˈsulɪt̚/
324	senjata	an instrument of attack or defense in combat or hunting,…	/sənˈd͡ʒa.ta/
325	iya	alternative form of ya	/ˈija/
326	inginkan	to want	/iˈŋinkan/
327	kapan	when	/ˈkapan/
328	sekitar	around	[səˈkitar]
329	pintu	door	/ˈpintu/
330	nak	apheretic form of anak	/naʔ/
331	memberi	active of beri	/məmˈbɛri/
332	hati	liver	/ˈhati/
333	kesempatan	a chance for advancement, progress or profit	/kəsəmˈpatan/
334	nah	Used to conclude a speech or train of thought; now; so;…	/nah/
335	bermain	to play	/bərˈmain/
336	cari	to find; to search; to seek	/ˈt͡ʃari/
337	dekat	close	/dəˈkat/
338	mendapat	active of dapat	/mənˈdapat/
339	jelas	free of ambiguity or doubt	/d͡ʒəˈlas/
340	tim	team	/ˈtim/
341	mudah	easy	/ˈmudah/
342	akhirnya	at the end or conclusion; ultimately, in the end	/akˈhirɲa/
343	jatuh	to move to a lower position under the effect of gravity	/ˈd͡ʒatuh/
344	agar	to; in order to	/ˈa.ɡar/
345	berakhir	to end	/bəˈrahir/
346	memberitahu	active of beritahu	/məm.bə.riˈta.(h)u/
347	alasan	proof	/aˈlasan/
348	menarik	to pull, to draw	/məˈnarik/
349	cantik	pretty, beautiful	/ˈt͡ʃantik/
350	kawan	buddy	/ˈkawan/
351	berubah	to change, to shift	/bərˈʊbah/
352	keras	resistant to pressure	/kəˈras/
353	mata	the organ through which animals perceive surroundings via…	/ˈmata/
354	dokter	doctor, a physician; a member of the medical profession;…	/ˈdoktər/
355	lainnya	others	/laˈinɲa/
356	beritahu	alternative form of beri tahu	/bəriˈtahu/
357	serius	serious	/səˈrius/
358	kuat	strong	/ˈkuat/
359	bertanya	to ask	/bərˈtaɲa/
360	minggu	week	/ˈmiŋɡu/
361	meminta	active of minta	/məˈminta/
362	kerja	labour, occupation, job	/kərˈd͡ʒa/
363	bunuh	to kill	/ˈbunuh/
364	pergilah	to go	/pərˈɡilah/
365	kehidupan	life	/kəhiˈdupan/
366	berbeda	to have difference; to be different	/bərˈbɛ.da/
367	berharap	to hope	/bərˈharap/
368	bangun	to become conscious after having slept	/ˈbaŋun/
369	indah	beautiful	/ˈindah/
370	beri	berry	/bəˈri/
371	menyelamatkan	to save, to rescue	/məˌɲɛlaˈmatkan/
372	kata	word	/ˈkata/
373	hilang	to disappear, to vanish, to be no longer visible	/ˈhilaŋ/
374	kabar	news, actual news, recent news	/ˈkabar/
375	darah	blood	/ˈdarah/
376	dengarkan	to listen, to hear carefully	/dəˈŋarkan/
377	kamar	chamber, room	[ˈka.mar]
378	lari	to move forward quickly upon two feet by alternately making…	/ˈlari/
379	berkata	to be in a state of saying	/bərˈka.ta/
380	menyenangkan	fun	/mə.ɲəˈnaŋ.kan/
381	dilakukan	to do something	/dilaˈkukan/
382	kosong	zero	/ˈkosoŋ/
383	belakang	back	/bəˈlakaŋ/
384	raja	king, male monarch	/ˈrad͡ʒa/
385	dasar	base, basis	/ˈdasar/
386	bajingan	insolent	/baˈd͡ʒiŋan/
387	biar	so that; in order to	/ˈbiar/
388	makanan	food, meal	/maˈkanan/
389	bantuan	assistance, help	[banˈtuan]
390	dapatkan	to get	/daˈpatkan/
391	meninggal	to pass away	/məˈniŋɡal/
392	ruang	space	/ˈruaŋ/
393	demi	for the sake of, for something's sake	/dəˈmi/
394	kedua	next; second	/kəˈdu.a/
395	kekuatan	strength, power	/kəkuˈatan/
396	marah	angry; mad; upset	/ˈmarah/
397	lepaskan	let go	/ləˈpaskan/
398	daripada	than	/dariˈpada/
399	buku	book	/ˈbuku/
400	menikah	to be married, to marry	/məˈnikah/
401	berusaha	to try	/bəruˈsaha/
