rank	word	english
909	ješ	to eat
910	kost	bone
911	simbol	symbol
912	teči	to flow, to run
913	pasti	to fall
914	zaman	in vain, without success
915	sedeti	to sit
916	teorija	theory
917	luknja	hole
918	predmet	object
919	strokovnjak	expert
920	datum	date
921	bati	to fear
922	zaklad	treasure
923	modra	blue
924	vreči	to throw
925	imelo	neuter singular l-participle of imẹ́ti
926	izbrati	to choose, to pick
927	rana	wound, injury
928	čuti	to hear
929	izdajalec	traitor
930	opica	monkey
931	sit	sated, full
932	nevihta	storm
933	pozen	late
934	luna	moon
935	napačen	incorrect, wrong
936	uho	ear
937	cev	tube, pipe
938	reke	speech
939	klicati	to call
940	gost	guest
941	dežela	country, region
942	steklo	glass
943	zelena	celery
944	vajin	your, of you two
945	lovec	hunter
946	prvak	champion
947	pojasniti	to clarify
948	pila	file
949	skuša	mackerel
950	tek	run, flow
951	ljubiti	to love
952	napisati	to write
953	policijski	police
954	hrup	noise
955	zahod	set
956	tveganje	risk
957	zmagovalec	winner
958	banki	dative/locative singular
959	vožnja	fare
960	pričo	witness
961	bogastvo	wealth, fortune
962	tat	thief
963	huda	masculine nominative/accusative dual
964	menite	to think, to believe
965	oblast	rule, power
966	leteti	to fly
967	meja	border, boundary
968	sneg	snow
969	sila	force
970	vesti	to lead, to conduct
971	nog	leg
972	priimek	surname
973	spustiti	to let go, to release
974	prijateljstvo	friendship
975	milo	movingly, touchingly
976	padlo	neuter singular l-participle of pásti
977	odgovoriti	to answer, to reply
978	alkohol	alcohol
979	raven	even, level
980	banka	bank
981	klet	basement, cellar
982	vampir	vampire
983	reko	river
984	debela	thick
985	ukrasti	to steal
986	deliti	to divide
987	april	April
988	sever	north
989	sosed	neighbour
990	stolp	tower
991	pomen	meaning, sense
992	dim	smoke
993	stojim	to cost
994	miška	mouse
995	modri	blue
996	čarovnik	wizard
997	učiteljica	teacher
998	buden	awake
999	tiger	tiger
1000	divji	wild
1001	jajce	egg
1002	ujet	supine of ujẹ́ti
1003	ključi	key
1004	drog	pole, stick
1005	trgovina	shop
1006	rak	crustacean
1007	ameriška	masculine nominative/accusative dual
1008	ogledalo	mirror
1009	slep	blind
1010	voditi	to lead, to guide, to conduct
1011	resničen	true, truthful
1012	grad	castle
1013	roman	A novel
1014	sef	safe
1015	tovariš	comrade
1016	volja	will
1017	odprt	open
1018	volk	wolf
1019	gol	nude
1020	geslo	password
1021	koža	skin
1022	gorivo	fuel
1023	miza	table
1024	prekletstvo	curse
1025	stati	to cost
1026	manjši	comparative degree of mȃjhen
1027	greh	sin
1028	cesta	road
1029	obiskati	to visit
1030	krilo	skirt
1031	hud	angry, mad
1032	grlo	throat
1033	pozdrav	greeting
1034	vrednost	value that renders something desirable or valuable
1035	vpliv	influence
1036	francosko	French
1037	oder	stage
1038	ponos	pride
1039	psica	bitch
1040	jokati	to cry
1041	jezero	lake
1042	častnik	officer
1043	prič	witness
1044	zadržati	to delay, detain, confine
1045	obramba	defense
1046	vohun	spy
1047	človeštvo	humanity, mankind
1048	učiti	to teach
1049	skrivati	to hide, to conceal
1050	svoboda	freedom
1051	črn	black
1052	modre	blue
1053	naglas	accent
1054	penis	penis
1055	tečaj	course
1056	zlomila	feminine singular l-participle of zlomīti
1057	zbrati	to collect, to gather
1058	pljuča	lungs
1059	maslo	butter
1060	jezika	tongue
1061	stojiš	to cost
1062	dolge	feminine genitive singular
1063	jasen	clear
1064	trg	square
1065	drobiž	change
