rank	word	english
1316	nagte	The period between sunset and sunrise, when the sky is…
1317	hoofman	chief, chieftain, leader, ringleader
1318	vloei	To flow
1319	lap	A patch, a rag, a piece of cloth
1320	lewende	to live
1321	eg	genuinely, authentically
1322	ketting	chain
1323	lok	to lure, to bait
1324	stadsaal	A city hall, a town hall
1325	krone	A crown
1326	italianer	Italian
1327	sekonde	second
1328	skote	shot
1329	opstand	uprising, rebellion, insurrection
1330	sondaar	A sinner
1331	sitplek	seat; a place to sit
1332	koper	copper
1333	x	X
1334	belasting	tax, levy
1335	dienste	service
1336	geel	yellow
1337	burgers	citizen
1338	gevaarlike	dangerous
1339	sanger	singer
1340	noot	A musical note
1341	goedkeuring	approval
1342	appel	apple
1343	italiaanse	Italian
1344	beset	to occupy, to fill
1345	doek	cloth, fabric
1346	wandel	to wander
1347	tuine	A garden, yard
1348	baadjie	jacket
1349	simbool	symbol
1350	leiers	leader
1351	soggens	in the morning
1352	egiptiese	Egyptian
1353	middagete	lunch, luncheon
1354	domkop	A stupid person, dunce, duffer, dumbass
1355	spioeneer	to spy on
1356	twintig	twenty
1357	julie	July
1358	verbygaan	to pass, to go by
1359	lamp	lamp
1360	lyke	dead body; corpse
1361	pyl	arrow
1362	woestyn	desert
1363	beeste	cow, ox
1364	longe	lung
1365	koors	fever
1366	aanlyn	online
1367	luis	louse
1368	hoofpyn	headache
1369	inwoners	inhabitant
1370	afghaanse	Afghan
1371	vries	to freeze
1372	geeste	mind, spirit
1373	vrydag	Friday
1374	suur	sour
1375	spoeg	to spit
1376	kanker	cancer
1377	antwoorde	answer
1378	grootgeword	grow up
1379	strand	beach
1380	edelman	nobleman
1381	wese	being
1382	skrywers	writer
1383	ordentlik	orderly
1384	kool	cabbage, cole
1385	skaamte	shame
1386	nagmerrie	nightmare; a bad or terrifying dream
1387	rolle	role
1388	biskop	bishop; high-ranking priest of the Roman-Catholic and…
1389	verf	paint
1390	gras	grass
1391	regter	right; correct
1392	woensdag	Wednesday
1393	vrugte	A fruit
1394	jakkals	jackal
1395	daai	alternative form of daardie
1396	pond	pound
1397	dade	deed; act
1398	verhoudinge	proportion
1399	sedertdien	since then
1400	skadu	alternative form of skaduwee
1401	volwasse	adult, full-grown
1402	tamaties	tomato
1403	chaos	primordial disorder
1404	doof	deaf
1405	skerp	sharp
1406	gebeurtenis	event
1407	turke	Turk
1408	onnodig	unnecessary
1409	ster	star
1410	maagd	maiden, virgin
1411	skeef	skew, crooked, slanting, lopsided
1412	vreemdelinge	stranger
1413	vyfde	fifth
1414	groete	greeting
1415	gasvrou	hostess, entertainer
1416	februarie	February
1417	konserte	concert
1418	seën	A blessing
1419	toring	tower
1420	visse	fish
1421	digters	poet
1422	slot	lock
1423	matrose	sailor, mariner
1424	noorweegse	synonym of Noors
1425	werker	worker
1426	vlag	flag
1427	onderwysers	teacher
1428	roomys	ice cream
1429	tegnies	technically
1430	sakdoek	A handkerchief
1431	spieël	mirror
1432	katjie	cat
1433	families	family
1434	junie	June
1435	appels	apple
1436	waai	to wave
1437	nut	use, benefit
1438	warmte	warmth
1439	slaapkamer	bedroom
1440	betekenis	understanding; meaning; content
1441	boonop	on top, above
1442	wild	wild
1443	kerse	candle
1444	beweging	motion
1445	weggooi	to throw away
1446	herfs	autumn, fall
1447	klante	customer, client
1448	droë	dry
1449	kele	throat
1450	tegnologie	technology
1451	aansteek	to pin on
1452	doodstil	silent as the grave
1453	bodem	bottom
1454	byl	axe
1455	kelders	cellar, basement
1456	dreig	to threaten
1457	neutraliteit	neutrality
1458	uitdrukking	expression
1459	eensaam	solitary, lonely
1460	bedryf	business, enterprise
1461	beskrywing	description
1462	november	November
1463	duif	pigeon, dove
1464	hondjie	dog
1465	leeftyd	age
1466	onbekend	unknown
1467	suiker	sugar
1468	voordeur	front door
1469	gesinne	family
1470	hartlik	cordial, warm
1471	oorspronklik	original
1472	gelaai	to load
1473	taktiek	tactics
1474	offisiële	official
1475	kruie	herb
1476	gerugte	rumor
1477	senuweeagtig	nervous
1478	rotse	rock
1479	volledig	complete
1480	maart	March
1481	noukeurig	precise, accurate
1482	moontlikheid	possibility
1483	oplos	to resolve, to solve
1484	slagoffers	victim
1485	strate	street, road
1486	moeders	mother
1487	wes	west
1488	arriveer	to arrive
1489	walvis	whale
1490	klanke	sound
1491	vroeë	early
1492	russies	Russian
1493	onderwys	education
1494	hoenders	chicken
1495	maandag	Monday
1496	restaurant	restaurant
1497	verkiesing	election
1498	hoender	chicken
1499	augustus	August
1500	swaan	swan
1501	kleinkinders	grandchild
1502	motief	A motive
1503	geur	A scent, smell, odour, odor
1504	rokke	A dress
1505	tenk	tank
1506	velle	A skin, a hide
1507	skerwe	shard, fragment
1508	uitsondering	exception
1509	plofstof	explosive, explosive substance
1510	c	C
1511	prent	image; picture; graphic
1512	kussing	A pillow, a cushion
1513	e	E
1514	outisme	autism
1515	loon	wage
1516	januarie	January
1517	petrol	petroleum, oil
1518	gemeenskap	A community
1519	paspoort	passport
1520	letterlik	literally
1521	geagte	dear; a formal way to address somebody at the beginning of…
1522	diepte	depth
1523	literatuur	literature
1524	rowers	robber, bandit
1525	sigaret	cigarette
1526	skedel	skull
1527	tannie	aunt
1528	muis	A mouse
1529	adel	nobility, aristocracy
1530	pateties	pathetically; pitiably
1531	amerikaners	American
1532	klimaat	climate
1533	prente	image; picture; graphic
1534	boonste	top, upper, uppermost, topmost
1535	beeld	image, picture
1536	konings	king
1537	legioen	legion
1538	stewels	boot
1539	helm	helmet
1540	resep	recipe
1541	sugte	a sigh
1542	wiel	wheel
1543	sweef	to float
1544	liedjie	song
1545	klou	claw
1546	boude	buttock
1547	verenig	to unite, to make united
1548	voorvaders	ancestor, forefather
1549	tandpyn	toothache
1550	tydperk	period
1551	glase	glass
1552	lede	member
1553	streek	prank, trick
1554	tandarts	dentist
1555	getalle	A number
1556	ink	to ink
1557	gedryf	To float
1558	diplomasie	diplomacy
1559	tooi	to adorn, decorate
1560	hoofstad	capital, capital city
1561	groente	Vegetables
1562	verrot	alternative form of vrot
1563	bril	A pair of glasses
1564	tone	toe
1565	spoel	spool
1566	vlugtelinge	fugitive; runaway
1567	verdagte	suspect, defendant
1568	rand	edge, border
1569	karakters	character
1570	skerm	screen
1571	bordeel	brothel, bordello
1572	sink	to sink
1573	strikke	bow
1574	spaanse	Spanish
1575	kierie	A walking stick, a cane, either of a European type or of a…
1576	speelgrond	A playground
1577	apie	A monkey, ape
1578	tiende	tenth
1579	ys	ice, frozen water
1580	ministerie	ministry
1581	nagereg	dessert
1582	joernaal	journal
1583	sweet	sweat
1584	mik	to aim, to target
1585	riviere	river
1586	knie	knee
1587	grootword	grow up
1588	straal	ray, beam
1589	tuiste	A home
1590	kommunisme	communism
1591	elemente	plural of element
1592	priesters	priest
1593	christen	Christian
1594	verspil	to waste
1595	dominee	pastor, minister
1596	grootmense	An adult person
1597	inhoud	volume
1598	wingerd	vineyard
1599	amptelik	official
1600	kwas	brush
1601	pomp	pump
1602	vaartuig	vessel
1603	mening	An opinion
1604	stoor	to store, to storage
1605	veldtog	military campaign
1606	hys	to hoist, to lift
1607	verkenners	A scout
1608	geslag	gender
1609	grieks	Greek; Grecian
1610	liedjies	song
1611	eina	ouch! ow!
1612	r	R
1613	ontsteking	inflammation
1614	sesde	sixth
1615	beker	cup, beaker
1616	soet	sweet
1617	internet	the Internet
1618	swaer	brother-in-law
1619	deugde	virtue
1620	eensaamheid	loneliness
1621	lekkerder	having a nice taste, tasty, good, delicious
1622	hartaanval	heart attack
1623	profeet	prophet
1624	vlamme	flame
1625	state	state
1626	boei	buoy
1627	nommers	number
1628	onse	alternative form of ons: first-person plural possessive…
1629	oorblyfsels	remnant, remainder, something that remains
1630	koeie	cow
1631	aangesteek	to pin on
1632	opkom	to come up, to rise
1633	winkel	A shop
1634	goedkeur	to approve
1635	strik	bow
1636	stoele	chair
1637	meerderheid	majority
1638	handskoene	glove
1639	vinger	finger
1640	verhale	story
1641	burgeroorlog	civil war
1642	longontsteking	pneumonia
1643	skole	school
1644	botter	butter; a soft, fatty foodstuff made from the cream of milk
1645	eier	egg
1646	dam	pond, basin
1647	ryp	ripe, mature
1648	verminder	to reduce, to diminish
1649	amptenaar	civil servant
1650	lekkergoed	sweets, candy
1651	kandidaat	candidate
1652	terrein	grounds, terrain
1653	provinsie	province
1654	preek	sermon
1655	gehardloop	run
1656	reisiger	traveller
1657	sieke	ill, sick, unwell
1658	grafte	grave
1659	boodskappe	message
1660	tak	branch, twig, bough
1661	dode	the dead
1662	dig	closed, shut, tight
1663	skuil	hide; shelter
1664	pouse	pope
1665	mensheid	humanity
1666	agterplaas	backyard
1667	suurlemoen	lemon
1668	uurglas	hourglass
1669	offisieel	official
1670	sirkus	circus
1671	b	B
1672	veer	feather
1673	arend	eagle
1674	ham	ham
1675	amerikaans	American
1676	kersies	cherry
1677	besetting	occupation
1678	eik	oak tree, any tree of the genus Quercus
1679	sens	scythe
1680	sprakeloos	synonym of spraakloos
1681	tegniek	technique, technical skill
1682	skouers	shoulder
1683	opnames	The act of absorbing or assimilating, uptake, absorption
1684	skaduwee	shadow
1685	vragmotor	lorry
1686	sent	cent
1687	aankyk	to look at
1688	niksnut	good-for-nothing
1689	koeël	bullet
1690	linkerkant	left-hand side
1691	liefdesverhale	love story
1692	gebed	prayer
1693	sokker	association football
1694	pluk	to pick, to pluck
1695	misdade	crime
1696	romp	skirt
1697	sondes	sin
1698	wyd	wide
1699	energie	energy
1700	tong	tongue
1701	tempel	temple
1702	liedere	song, anthem
1703	komende	come
1704	gans	goose
1705	wêrelde	world
1706	lappe	A patch, a rag, a piece of cloth
1707	neerlê	to lay; to put
1708	deure	door
1709	nederlanders	Netherlander, Dutchman, Dutchwoman
1710	gevare	danger, peril
1711	teoloog	theologian
1712	bosse	wood, forest
1713	avontuur	adventure
1714	swaai	swing
1715	uitspraak	pronunciation
1716	gebewe	tremble; shiver
1717	dagboek	diary
1718	heelal	universe
1719	koei	cow
1720	pot	pot; jar
1721	soebat	to beg, to implore
1722	insekte	insect
1723	tale	language
1724	oostenrykse	Austrian
1725	bedel	To beg
1726	uitgegaan	go out; exit
1727	buiteland	abroad
1728	serp	scarf
1729	deug	virtue
1730	verpas	to miss, to be too late for
1731	adelstand	nobility, aristocracy
1732	gebaseer	to base
1733	lojaliteit	loyalty, allegiance
1734	violette	violet-coloured
1735	kompas	compass
1736	begrip	notion, concept, term
1737	kortliks	recently
1738	spioenasie	espionage
1739	outjie	guy, bloke, dude
1740	smous	A hawker
1741	aankoms	arrival
1742	aftree	retire
1743	praktyk	practice, activity, pursuit
1744	haan	A cock, rooster
1745	pannekoeke	pancake
1746	karre	cart
1747	grade	degree, stage of qualification or proficiency in a course…
1748	spraak	speech
1749	besoeke	a visit
1750	skedule	schedule
1751	skurk	villain, scoundrel
1752	dye	thigh
1753	bere	bear
1754	betoon	to show, display
1755	adresse	address, direction
1756	bekentenis	confession
1757	italiaans	Italian
1758	teaters	theatre
1759	worse	sausage
1760	protes	protest
1761	getye	tide
1762	leser	reader
1763	rou	raw
1764	begraafplaas	cemetery; graveyard
1765	herinnering	A memory, something that one remembers
1766	bekroon	to crown, to award
1767	kots	to vomit
1768	keel	throat
1769	verjaarsdag	alternative form of verjaardag
1770	vissie	fish
1771	geswem	to swim
1772	geleerde	academic or otherwise learned expert; scholar, scientist
1773	knip	to cut
1774	roos	rose
1775	spioen	a spy; a scout
1776	daarbenewens	additionally, in addition; beyond that
1777	skel	to use insults, to swear, to hurl abuse
1778	hamer	a hammer; a tool used for pounding
1779	wies	alternative form of wees
1780	hemele	sky
1781	sug	to sigh
1782	veiling	auction
1783	osse	ox
1784	bruidskat	dowry
1785	tik	to tap
1786	waters	any artificial fluid similar to water
1787	betuig	to express, to profess, to declare
1788	munte	coin
1789	eienaardig	weird
1790	note	A musical note
1791	ligroos	pink
1792	huisves	to house, to accommodate
1793	katoliek	Catholic
1794	mandjie	basket
1795	skaamteloos	shameless, impudent
1796	pynstillers	painkiller
1797	spiere	muscle
1798	beperk	to limit, to curtail, to restrict, to constrain
1799	stoof	stove
1800	solder	attic
1801	heupbeen	hip bone
1802	klant	customer, client
1803	reise	journey, trip, voyage
1804	z	Z
1805	gasheer	host, entertainer
1806	kanadese	Canadian
1807	produkte	product
1808	loopbane	career
1809	stol	to solidify, to congeal, to coagulate
1810	vloere	A floor
1811	regisseur	director
1812	pantoffels	slipper
1813	italianers	Italian
1814	duitser	German
1815	verslae	report
1816	lemoene	orange
1817	kerkhof	churchyard, cemetery
1818	kusse	coast, shoreline, seashore
1819	kil	cold, chilly
1820	niggies	niece
1821	mantel	cloak, mantle, gown
1822	vlieënier	pilot
1823	spioene	a spy; a scout
1824	sangers	singer
1825	kaarte	map
1826	meule	mill
1827	gelewe	alternative form of leef
1828	meesters	A master
1829	proses	process
1830	oortuiging	persuasion
1831	vooraf	beforehand, in advance
1832	gestem	to vote
1833	dinastie	dynasty
1834	databasis	database
1835	wurms	worm
1836	paradys	paradise
1837	koeëls	bullet
1838	letter	letter
1839	breë	broad
1840	altaar	altar
1841	handdoeke	A towel, a cloth used for drying one's hands
1842	leuen	lie
1843	broodrolletjies	plural of broodrolletjie
1844	waatlemoen	watermelon
1845	geskrap	to strike or cross out
1846	grimeer	to do one's makeup, to apply makeup
1847	uitvoer	to execute, carry out; perform
1848	hol	A hole, a hollow, a cavity
1849	slagter	butcher
1850	insig	insight, understanding
1851	lekkers	having a nice taste, tasty, good, delicious
1852	grou	grey, ash-coloured; dull white; dull black
1853	dwelms	drug
1854	kleinkind	grandchild
1855	salaris	salary
1856	grense	border, frontier
1857	landskap	landscape
1858	siekeboeg	sick bay
1859	honderd	hundred
1860	drup	A drop of a liquid
1861	wiskunde	mathematics
1862	pienk	pink
1863	bouer	builder; construction worker
1864	strek	to stretch, to extend
1865	broeke	A pair of trousers, pair of pants
1866	wette	law
1867	spelling	spelling
1868	pil	A pill
1869	feeste	party; social gathering
1870	bokwiet	buckwheat
1871	metode	method
1872	kopieë	copy
1873	funksie	function, purpose
1874	draak	dragon
1875	berigte	article, report
1876	sonlig	sunlight
1877	tand	tooth
1878	dosis	dose
1879	pyle	arrow
1880	aristokrasie	aristocracy
1881	provinsies	province
1882	gety	tide
1883	biografie	biography
1884	skemer	twilight
1885	weerlig	lightning
1886	onrus	unrest
1887	staal	steel
1888	europese	European, related to Europe and its civilisation; or the…
1889	hef	handle
1890	vertaal	to translate
1891	mas	mast
1892	verwoesting	destruction, devastation
1893	ruiters	A rider of an animal, usually a horse; a horseman
1894	woordeboeke	dictionary
1895	afgaan	to go down; descend
1896	middele	means
1897	orals	alternative form of oral
1898	wis	to know
1899	argitektuur	architecture
1900	saans	in the evening
1901	oumas	grandmother
1902	treine	train
1903	teel	to cultivate
1904	munt	coin
1905	spanjaarde	Spaniard
1906	vors	prince, monarch
1907	pryse	price
1908	seldsame	attributive form of seldsaam
1909	wiele	wheel
1910	moontlikhede	possibility
1911	bar	barren
1912	ruiter	A rider of an animal, usually a horse; a horseman
1913	weense	Viennese; of, from or pertaining to Vienna
1914	graad	degree, stage of qualification or proficiency in a course…
1915	pyp	pipe
1916	vullis	rubbish; filth
1917	egoïs	egoist
1918	desember	December
1919	granaat	grenade
1920	oorlewende	to survive
1921	babas	baby
1922	brandweer	fire department
1923	vegtende	to fight
1924	liefdesverhaal	love story
1925	siele	soul
1926	organe	organ
1927	spyskaart	menu
1928	oopgaan	to open, to come open
1929	klub	club
1930	iedereen	everyone; everybody
1931	sente	cent
1932	ogie	eye
1933	onderdruk	to oppress
1934	woonstelle	An apartment
1935	braai	to grill meat over an open flame, to braai
1936	opeet	to eat up, to devour
1937	sigbaar	visible
1938	pools	Polish
1939	onsigbaar	invisible
1940	deuntjie	tune, melody, ditty
1941	gereën	to rain
1942	skedels	skull
1943	duister	dark
1944	polities	political
1945	weervoorspelling	weather forecast
1946	uitkyk	to look out
1947	gewese	former
1948	formule	formula
1949	innig	intimate
1950	werp	to throw
1951	dertig	thirty
1952	welaf	well off, moderately wealthy
1953	nul	zero
1954	laerskool	primary school
1955	ruïnes	ruin
1956	konyn	rabbit
1957	galop	gallop
1958	geboue	building
1959	piek	A highest point; a peak
1960	godsdiens	religion
1961	sodoende	thereby
1962	kruise	X-shape
1963	melodie	melody
1964	oostenrykers	Austrian
1965	dokumentêr	documentary
1966	sous	sauce
1967	maer	lean, fatless
1968	bas	bass
1969	argitekte	architect
1970	profete	prophet
1971	vyftien	fifteen
1972	winkeltjies	plural of winkeltjie
1973	gemsbok	gemsbok
1974	besoedel	to besmirch, to sully, to stain
1975	mishandel	to abuse, to mistreat
1976	honderdste	hundredth
1977	wy	obsolete form of ons
1978	politikus	politician
1979	prakties	practical
1980	kneg	servant
1981	komma	comma
1982	kouse	stocking, long sock
1983	snert	rubbish; trash
1984	baseer	to base
1985	kragte	strength
1986	bydrae	contribution
1987	portugees	Portuguese
1988	aflaai	to unload
1989	krans	crown
1990	slurp	trunk
1991	kanale	canal
1992	sestig	sixty
1993	gelowige	A believer
1994	pan	lake or pond; pan
1995	kloof	gap, split
1996	tier	tiger
1997	emosie	emotion, feeling
1998	esel	donkey, ass
1999	paddatjies	plural of paddatjie
2000	bottels	bottle
2001	afrikaans	Afrikaans, relating to Afrikaans
2002	vlieë	fly
2003	skoen	shoe
2004	piesang	banana
2005	area	area
2006	gekroon	to crown, to award
2007	sweeds	Swedish
2008	klont	A lump
2009	straatvrou	A streetwalker
2010	lopie	walking, gait
2011	vulkaan	volcano
2012	liefdesbrief	love letter
2013	terapie	therapy
2014	sjokolade	chocolate
2015	partykeer	sometimes, occasionally
2016	kattekwaad	mischief, naughtiness, pranks, shenanigans
2017	uitgawe	edition, e.g. of a publication
2018	lesers	reader
2019	verse	A verse, a stanza
2020	manuskrip	manuscript
2021	wysig	to edit, change, modify
2022	sirkels	circle
2023	voorbeelde	example
2024	volke	people
2025	steenkool	coal
2026	lugmag	air force
2027	mou	sleeve
2028	muise	A mouse
2029	fisant	pheasant, bird of the family Phasianidae
2030	afwesig	absent
2031	vloeistof	liquid
2032	oorsprong	origin
2033	spyker	nail
2034	linte	A ribbon, band, tape
2035	pille	A pill
2036	huisie	A house, residence
2037	insigte	insight, understanding
2038	seuntjies	small boy
2039	loopgrawe	trench
2040	fonteine	fountain
2041	inwoner	inhabitant
2042	stokke	stick, whether natural or artificial
2043	entjie	cigarette
2044	noord	north
2045	bouers	builder; construction worker
2046	geure	A scent, smell, odour, odor
2047	hoeke	corner
2048	spelers	player
2049	aanskakel	to switch on, to turn on
2050	gevaarlikste	dangerous
2051	veras	to cremate, to incinerate
2052	gange	a passageway, alley
2053	brussels	Of, from or pertaining to Brussels
2054	syfer	digit, numeral
2055	neute	nut
2056	redakteur	editor
2057	oseane	ocean
2058	vulkane	volcano
2059	rower	robber, bandit
2060	gestudeer	to study
2061	adder	viper, adder
2062	projek	project
2063	lint	A ribbon, band, tape
2064	luiperd	leopard
2065	wolk	cloud
2066	base	boss
2067	ertjies	pea
2068	bone	bean
2069	brandewyn	brandy
2070	vlakte	Flatness, levelness
2071	hoofde	head
2072	beddens	bed
2073	mikroskoop	A microscope
2074	luitenant-kolonel	lieutenant-colonel
2075	opname	The act of absorbing or assimilating, uptake, absorption
2076	krappe	crab
2077	maats	mate, buddy
2078	papegaai	a parrot
2079	bekers	cup, beaker
2080	swerm	swarm
2081	parfuum	perfume
2082	bieg	confession of sin to a priest
2083	suig	to suck
2084	intiem	intimate, personal
2085	verpleegsters	nurse
2086	verwaarloos	to neglect
2087	bobbejaan	baboon
2088	rokkie	A dress
2089	sosiaal	social
2090	hongersnood	famine
2091	swyn	A swine, boar, hog
2092	fabrieke	factory
2093	vlam	flame
2094	groepe	group
2095	edel	noble
2096	massa	mass
2097	versin	to make up, to invent
2098	booswig	wicked person, felon
2099	kollektiewe	collective noun
2100	towenaar	wizard
2101	gelowiges	A believer
2102	griekse	Greek; Grecian
2103	orgasme	orgasm
2104	oue	old, aged
2105	vampier	A vampire
2106	tsaar	tsar, tzar, czar
2107	beampte	official, civil servant
2108	werkersklas	working class
2109	museum	museum
2110	bot	sprout, bud
2111	kalender	calendar
2112	middae	An afternoon
2113	bybel	bible
2114	oorlewendes	survivor, someone who has survived
2115	projekte	project
2116	dou	dew
2117	skuur	barn, shed
2118	huwelike	marriage, matrimony
2119	diensplig	conscription
2120	eetlus	appetite, desire or eagerness to eat
2121	waens	wagon
2122	skoenlapper	butterfly
2123	verwysing	reference
2124	ringe	ring, hollow circular object
2125	negentien	nineteen
2126	vertrekke	departure
2127	bliksem	damnit!
2128	kitare	guitar
2129	kurk	cork
2130	pion	pawn; least valuable piece in chess
2131	put	well; pit
2132	bye	bee
2133	seks	sex
2134	parlement	parliament
2135	l	L
2136	juk	yoke
2137	vasteland	continent; mainland
2138	bruin	brown
2139	moerasse	swamp, morass
2140	verskonings	a pardon; forgiveness
2141	engelsman	Englishman
2142	versies	version
2143	magte	might; power
2144	gehore	hearing
2145	lekkerste	having a nice taste, tasty, good, delicious
2146	koring	wheat
2147	dieptes	depth
2148	boelies	bully
2149	pote	paw
2150	oorslaan	to skip
2151	ruïne	ruin
2152	jongste	young
2153	vodde	tatters, duds
2154	blad	page
2155	oond	oven
2156	blommetjie	flower
2157	ik	alternative form of ek
2158	buik	abdomen, belly, stomach, paunch
2159	swembad	A swimming pool
2160	mog	may, might
2161	chirurg	surgeon
2162	skewe	skew, crooked, slanting, lopsided
2163	skatkis	treasure chest
2164	rots	rock
2165	kollig	spotlight, limelight
2166	nou-nou	now-now, in a moment, soon
2167	ritme	rhythm, beat
2168	immigrasie	immigration
2169	boelie	bully
2170	takbokke	A deer
2171	verwant	related
2172	boekie	small book, booklet
2173	rib	rib
2174	rigtings	direction
2175	handjie	A hand
2176	fel	fiercely, ferociously
2177	ambulans	ambulance
2178	skottel	dish
2179	funksies	function, purpose
2180	sloep	A small boat with oars, a mast or an engine, often carried…
2181	vliegdekskip	aircraft carrier
2182	waan	delusion
2183	gerug	rumor
2184	vliegtuie	aeroplane, aircraft
2185	deense	Danish
2186	buurvrou	neighbour
2187	tiete	tit, booby, breast
2188	kwade	evil
2189	gaatjie	hole; perforation
2190	room	cream
2191	skyf	slice
2192	familielid	family member, relative
2193	plase	farm; a piece of land, usually used for farming
2194	versaak	to renounce, to abandon
2195	muggies	plural of muggie
2196	eggenote	husband, male spouse
2197	onderluitenant	sub-lieutenant in the navy, equivalent to the United States…
2198	vonk	spark
2199	fantasie	fantasy
2200	groottoon	big toe
2201	uitgewer	publisher
2202	afskakel	to switch off, to turn off, to disable
2203	rustyd	break, interval
2204	fraksie	fracture
2205	reeks	A series, a sequence
2206	sandstorm	sandstorm
2207	inkruip	to creep in
2208	uie	onion
2209	aarbeie	strawberry
2210	sonsondergang	sunset
2211	sog	sow
2212	snoek	snoek, mackerel, Thyrsites atun
2213	pels	A fur, the fur coat of certain mammals
2214	tydsberekening	timing
2215	k	K
2216	gelowig	believing, faithful
2217	hoofsaaklik	mainly
2218	sambreel	umbrella
2219	glasie	glass
2220	vlae	flag
2221	jakkalse	jackal
2222	planete	planet, major satellite of a star
2223	verkenner	A scout
2224	bees	cow, ox
2225	seëvier	to triumph
2226	beskermengel	guardian angel
2227	meel	flour
2228	doeke	cloth, fabric
2229	nabyheid	proximity
2230	patroon	pattern or example from which a copy is made
2231	pap	porridge
2232	neutraal	neutral
2233	kussings	A pillow, a cushion
2234	bote	boat
2235	aktiveer	to activate, put into action
2236	ieder	everyone; everybody
2237	uitstallings	exhibition
2238	vlieëniers	pilot
2239	blanke	a white person, someone with a light skin colour
2240	eggo	echo; reverberation
2241	diewe	A thief
2242	duikboot	submarine
2243	heiden	pagan, heathen, person who does not follow an Abrahamic…
2244	oormôre	the day after tomorrow
2245	pool	Pole
2246	regerings	government
2247	onderbroek	undershorts, underpants, pants
2248	t-hemp	T-shirt
2249	aktetas	briefcase
2250	sakemanne	A businessman
2251	slaaf	slave
2252	ekonomie	economy
2253	kerke	church
2254	opdaag	to show up, to appear
2255	koppies	cup
2256	klem	to clamp, to squeeze
2257	toestel	device, appliance
2258	skrif	writing, script
2259	doodsberig	alternative form of doodberig
2260	distrik	district
2261	seep	soap
2262	slang	snake; serpent
2263	paal	post, pole, beam
2264	boks	box
2265	reier	heron, waterbird of the family Ardeidae
2266	nasies	nation
2267	handlanger	assistant, helper
2268	oorloë	war
2269	skaap	sheep
2270	ingewande	guts
2271	buro	desk
2272	oues	old, aged
2273	speler	player
2274	syfers	digit, numeral
2275	getal	A number
2276	portrette	portrait
2277	kaap	cape, headland
2278	buit	The booty, spoils
2279	raap	turnip
2280	boogskutters	archer; someone who shoots an arrow from a bow
2281	wantroue	suspicion, distrust
2282	kreef	lobster
2283	oomblikke	moment, blink of an eye
2284	doos	box
2285	elf	eleven
2286	verbintenis	union, partnership
2287	nasie	nation
2288	baar	to give birth to; to bear
2289	potlood	pencil
2290	swaaie	swing
2291	handdoek	A towel, a cloth used for drying one's hands
2292	kommissie	committee
2293	maaltye	meal, mealtime
2294	wortels	root
2295	aande	evening
2296	er	The name of the Latin script letter R/r
2297	toonbank	counter, a furniture surface on which wares are put and…
2298	biskoppe	bishop; high-ranking priest of the Roman-Catholic and…
2299	ruimtetuig	spacecraft, spaceship
2300	bedoeling	intention
2301	positiewe	positive
2302	seisoene	season, time of year
2303	h	H
2304	wetstoepassers	law enforcer
2305	kortsigtig	shortsighted, blinkered
2306	verskeep	to ship
2307	spreekwoord	proverb, saying
2308	dader	perpetrator
2309	tegnieke	technique, technical skill
2310	gedigte	poem
2311	koerantjie	newspaper
2312	soe	alternative form of so
2313	straatlig	streetlight
2314	voorarm	forearm
2315	g	G
2316	lysie	list, record
2317	eilandjie	island
2318	elektrisiëns	electrician
2319	bewind	rule, reign
2320	muurprop	wall socket
2321	daarnatoe	to there
2322	moffie	mitten
2323	seewater	seawater
2324	pens	gut
2325	perdeby	wasp
2326	kandidate	candidate
2327	metafoor	metaphor
2328	aandrok	evening gown, evening dress
2329	noorweër	Norwegian
2330	landsgrense	national border, border of a country
2331	sware	heavy
2332	nuusberig	news report; news article
2333	finse	Finnish
2334	gerief	amenity, comfort
2335	baadjies	jacket
2336	jassie	coat
2337	gehaat	to hate
2338	burgerlike	civil
2339	kam	comb
2340	plantasie	plantation
2341	oubaas	an old master
2342	honne	dog
2343	weskus	West coast
2344	vuurwapen	firearm
2345	situasies	situation
2346	raserny	rage, fury
2347	kantore	office
2348	paspoorte	passport
2349	deelname	participation
2350	mus	soft brimless hat, tuque
2351	vryf	to rub
2352	sakgeld	pocket money
2353	an	alternative form of aan
2354	halssnoer	necklace
2355	hase	hare, rabbit
2356	kommuniste	communist
2357	skilpad	turtle, tortoise
2358	skoolmaat	A schoolmate
2359	akkedisse	lizard
2360	kak	to shit
2361	omgang	contact, interaction, intercourse
2362	blaker	low candle holder or candelabrum, usually with a flat foot
2363	doringdraad	barbed wire
2364	kleremakers	tailor
2365	os	ox
2366	dy	thigh
2367	versie	A verse, a stanza
2368	werkplek	workplace
2369	beet	beetroot
2370	skrikkeljare	leap year
2371	turk	Turk
2372	veldslag	A battle on open land
2373	brigadier	Most senior field officer rank, similar usage to the…
2374	aanmatiging	arrogance
2375	afwesige	absent
2376	spieëls	mirror
2377	struikelblokke	A stumbling block
2378	olifant	elephant
2379	tekeninge	drawing
2380	ertjie	pea
2381	godinne	goddess
2382	orgaan	organ
2383	waterval	waterfall
2384	besigheidsman	businessman
2385	skadus	alternative form of skaduwee
2386	konsentrasiekampe	A concentration camp
2387	sfeer	sphere, orb, round object
2388	ryke	rich, wealthy
2389	konsepte	concept
2390	denkende	to think
2391	dokke	dock
2392	meul	alternative form of meule
