rank	word	english
678	nummer	a number
679	slipper	to escape, be let off, to avoid, to not have to do
680	datteren	daughter
681	kvelden	evening
682	lese	to read
683	henter	to fetch, get, collect
684	døra	a door
685	lurer	to deceive, trick
686	slår	to beat, punch, hit, strike
687	gøy	fun
688	bekymret	to worry
689	ofte	frequently
690	herre	gentleman, man
691	endelig	finally, eventually
692	ansiktet	face
693	masse	a mass
694	åtte	eight
695	hjertet	heart
696	foreldrene	a parent
697	døren	a door
698	kun	only, merely
699	sto	to stand
700	betaler	to pay
701	ung	young
702	skjøt	to shoot
703	datter	daughter
704	egne	peculiar, odd
705	skade	damage
706	absolutt	absolutely, finally, unconditionally, definitely
707	traff	to hit, strike
708	enkelt	easy
709	hent	to fetch, get, collect
710	klokka	o'clock
711	slippe	to escape, be let off, to avoid, to not have to do
712	forklare	to explain
713	stole	to trust
714	skutt	to shoot
715	venstre	left
716	råd	advice
717	kontakt	to contact
718	krig	war
719	annerledes	different
720	verdt	worth
721	skrev	to write
722	krigen	war
723	eget	own
724	stikke	to stick, prick, stab, pierce, cut, thrust, put, jut, bite,…
725	antar	to assume, presume
726	ben	a leg
727	vant	to win
728	ønsket	a wish
729	stikker	to stick, prick, stab, pierce, cut, thrust, put, jut, bite,…
730	hvite	white
731	høyre	right
732	historien	history
733	beskjed	message
734	husk	to remember
735	tjeneste	service
736	føle	to feel
737	lå	to lie
738	høyt	highly, very much
739	største	large, big, great
740	kort	short
741	kastet	throw
742	slåss	to fight
743	vinner	to win
744	sjefen	chief, boss, head
745	natten	night
746	skadet	to damage
747	skyt	to shoot
748	rør	to stir; agitate by passing something through it
749	spill	to play
750	sjef	chief, boss, head
751	født	born
752	særlig	especially
753	kontoret	an office
754	sjekke	to check
755	huske	swing
756	glemte	to forget
757	umulig	impossible
758	dessverre	unfortunately, to regret
759	spesielt	especially
760	person	a person
761	doktor	doctor
762	bevis	to prove
763	sendt	to send
764	falt	to fall
765	flytte	to move
766	mister	to lose to cease to be in one's possession or capability
767	drittsekk	bastard, wanker. Literally a "shitbag"
768	plan	a plan
769	by	town, city
770	forhold	relation
771	vennene	a friend
772	farvel	goodbye, or more formally, farewell
773	klokken	o'clock
774	kult	fun, amusing or interesting; cool, nice or appealing
775	steder	a place
776	opptatt	busy
777	noensinne	ever, at any time
778	stoler	a chair
779	sover	to sleep
780	stolt	to trust
781	skyter	to shoot
782	raskt	fast, quick, rapid
783	sjekk	to check
784	vanlig	common, usual, typical
785	svart	to reply, answer
786	skynd	to hurry
787	vinne	to win
788	rolle	a role
789	vannet	water; the chemical compound H₂O, especially as a clear,…
790	ødelegge	to destroy, lay waste to
791	vare	an article or item
792	dame	a lady, woman
793	overalt	everywhere
794	søster	sister
795	smart	clever
796	kjørte	To drive
797	skylder	to owe
798	skriver	to write
799	passe	to fit
800	alvorlig	seriously
801	skatt	tax
802	president	a president
803	lykkelig	happy
804	menneske	a human or human being; man
805	ødelagt	to destroy, lay waste to
806	planen	a plan
807	kjæresten	a romantic partner, boyfriend, girlfriend
808	sekunder	a second
809	stikk	to stick, prick, stab, pierce, cut, thrust, put, jut, bite,…
810	hånden	a hand
811	bilde	picture, image
812	ordne	to arrange, fix, take care of
813	leder	to lead
814	kjøpte	to buy, to purchase
815	døden	death
816	fest	celebration, party
817	tv	TV
818	forstått	to understand
819	forlate	to leave, depart, abandon
820	selge	to sell
821	skål	cheers!
822	brukt	to use
823	arbeid	to work
824	iblant	at times, occasionally, sometimes
825	ordre	an order
826	minste	small, little
827	sterk	strong
828	kamp	a fight
829	prøvd	to try
830	satte	to seat someone; to cause someone to assume a sitting…
831	fortsetter	to continue
832	miste	to lose to cease to be in one's possession or capability
833	lurte	to deceive, trick
834	dyr	an animal
835	bord	table
836	onkel	an uncle
