rank	word	english	ipa
258	si	oneself, yourself, himself, herself, itself, yourselves,…	/ˈsi/
259	polícia	police	/puˈli.sjɐ/
260	podem	to be able to; can	/ˈpɔ.dẽj̃/
261	forma	form; shape	/ˈfɔʁ.mɐ/
262	entre	among	/ˈẽ.tɾi/
263	caso	if	/ˈka.zu/
264	gosto	to like	/ˈɡos.tu/
265	atrás	behind	/aˈtɾa(j)s/
266	homens	male	/ˈõ.mẽj̃s/
267	devia	should	/deˈvi.ɐ/
268	aquilo	that over there, yon	/aˈki.lu/
269	amor	love	/aˈmoʁ/
270	pessoa	person	/peˈso(w).ɐ/
271	ok	OK	/oˈkej/
272	podia	to be able to; can	/poˈd͡ʒi.ɐ/
273	uns	about, some	/ũs/
274	desde	since	/ˈde(j)z.d͡ʒi/
275	somos	to be, especially a quality that is intrinsic or not…	/ˈsõ.mus/
276	cabeça	head	/kaˈbe.sɐ/
277	horas	hour	/ˈɔ.ɾɐs/
278	deles	contraction of de + eles: masculine plural of dele	/ˈde.lis/
279	fica	to become; to get; to end up	/ˈfi.kɐ/
280	ajudar	to help, aid; to assist	/a.ʒuˈda(ʁ)/
281	tarde	late	/ˈtaʁ.d͡ʒi/
282	momento	moment	/moˈmẽ.tu/
283	tal	such	/ˈtaw/
284	tenha	to own; to possess; to have; to have got	/ˈtẽ.ɲɐ/
285	pronto	promptly	/ˈpɾõ.tu/
286	fiz	to create; to produce	/ˈfis/
287	foram	third-person plural preterite/pluperfect indicative of ir	/ˈfo.ɾɐ̃w̃/
288	ia	to go	/ˈi.ɐ/
289	cidade	city, town	/siˈda.d͡ʒi/
290	amigos	friend	/aˈmi.ɡus/
291	encontrar	to meet	/ẽ.kõˈtɾa(ʁ)/
292	frente	front	/ˈfɾẽ.t͡ʃi/
293	sido	to be, especially a quality that is intrinsic or not…	/ˈsi.du/
294	passar	to pass; to pass by	/paˈsa(ʁ)/
295	deixar	to leave; to exit	/de(j)ˈʃa(ʁ)/
296	vi	to see; to observe	/ˈvi/
297	nenhum	no, none	/nẽˈɲũ/
298	gente	we	/ˈʒẽ.t͡ʃi/
299	durante	during	/duˈɾɐ̃.t͡ʃi/
300	seria	to be, especially a quality that is intrinsic or not…	/seˈɾi.ɐ/
301	outros	other	/ˈo(w).tɾus/
302	entrar	to enter; to go into	/ẽˈtɾa(ʁ)/
303	chegar	to arrive; to reach	/ʃeˈɡa(ʁ)/
304	nova	recently made or created	/ˈnɔ.vɐ/
305	trabalhar	to work	/tɾa.baˈʎa(ʁ)/
306	quase	almost	/ˈkwa.zi/
307	desculpe	to forgive	/desˈkuw.pi/
308	amanhã	tomorrow	/a.mɐ̃ˈɲɐ̃/
309	tanto	so much	/ˈtɐ̃.tu/
310	fosse	to go	/ˈfo.si/
311	história	history	/isˈtɔ.ɾjɐ/
312	irmão	brother	/iʁˈmɐ̃w̃/
313	cima	top, summit	/ˈsĩ.mɐ/
314	contra	against	/ˈkõ.tɾɐ/
315	morrer	to die	/moˈʁe(ʁ)/
316	maneira	manner; way	/maˈne(j).ɾɐ/
317	suas	his	/ˈsu.ɐs/
318	enquanto	as; while	/ẽˈkwɐ̃.tu/
319	alguns	some, any	/awˈɡũs/
320	ajuda	to help, aid; to assist	/aˈʒu.dɐ/
321	precisa	precise; accurate	/pɾeˈsi.zɐ/
322	morto	to kill	/ˈmoʁ.tu/
323	primeira	first	/pɾiˈme(j).ɾɐ/
324	porta	door	/ˈpɔʁ.tɐ/
325	minhas	my	/ˈmĩ.ɲɐs/
326	medo	fear	/ˈme.du/
327	morte	death	/ˈmɔʁ.t͡ʃi/
328	aquela	that	/aˈkɛ.lɐ/
329	óptimo	pre-reform spelling of ótimo; still used where the…	
330	caminho	path	/kaˈmĩ.ɲu/
331	vir	to see; to observe	/ˈvi(ʁ)/
332	feliz	happy	/feˈlis/
333	sinto	to sense; to feel	/ˈsĩ.tu/
334	minutos	minute	
335	ouvir	to hear	/o(w)ˈvi(ʁ)/
336	desta	contraction of de + esta, literally “of/from this ”:…	/ˈdɛs.tɐ/
337	tive	to own; to possess; to have; to have got	/ˈt͡ʃi.vi/
338	neste	contraction of em + este, literally “in this ”	/ˈnes.t͡ʃi/
339	matar	to kill	/maˈta(ʁ)/
340	cada	each, every	/ka.dɐ/
341	estes	this	/ˈes.t͡ʃis/
342	acontecer	to happen; to occur; to take place	/a.kõ.teˈse(ʁ)/
343	espero	to wait; to await	/isˈpɛ.ɾu/
344	ano	year	/ˈɐ̃.nu/
345	rapaz	boy; young man; lad; youngster	/ʁaˈpa(j)s/
346	precisamos	to need	/pɾe.siˈzɐ̃.mus/
347	for	to go	/ˈfo(ʁ)/
348	causa	to cause	/ˈkaw.zɐ/
349	feito	like; just alike; similarly to	/ˈfej.tu/
350	sorte	fate	/ˈsɔʁ.t͡ʃi/
351	lamento	wailing, moaning, weeping	/laˈmẽ.tu/
352	filha	daughter	/ˈfi.ʎɐ/
353	acha	to find; to encounter	/ˈa.ʃɐ/
354	teus	your	/tews/
355	levar	to take	/leˈva(ʁ)/
356	conta	to tell	/ˈkõ.tɐ/
357	estas	feminine plural of esta	/ˈɛs.tɐs/
358	arma	weapon	/ˈaʁ.mɐ/
359	pessoal	personal	/pe.soˈaw/
360	quarto	fourth	/ˈkwaʁ.tu/
361	olhos	eye	/ˈɔ.ʎus/
362	senhora	lady	/sẽˈɲɔ.ɾɐ/
363	adeus	goodbye	/aˈdews/
364	cara	greatly valued; dear; loved; lovable	/ˈka.ɾɐ/
365	disto	contraction of de + isto, literally “of/from this thing”:…	/ˈd͡ʒis.tu/
366	algumas	some, any	/awˈɡũ.mɐs/
367	juntos	together	/ˈʒũ.tus/
368	difícil	difficult, hard, unlikely	/d͡ʒiˈfi.siw/
369	última	final; last	/ˈuw.t͡ʃi.mɐ/
370	única	unique	/ˈũ.ni.kɐ/
371	manhã	morning	/mɐ̃ˈɲɐ̃/
372	importante	important	/ĩ.poʁˈtɐ̃.t͡ʃi/
373	poder	to be able to; can	/poˈde(ʁ)/
374	mãos	hand	/ˈmɐ̃w̃s/
375	ei	apocopic form of eis; used preceding the pronouns lo, la,…	/ˈej/
376	água	water	/ˈa.ɡwɐ/
377	começar	to start; to begin; to commence	/ko.meˈsa(ʁ)/
378	faço	to create; to produce	/ˈfa.su/
379	perto	close, closely, next	/ˈpɛʁ.tu/
380	cuidado	to take care; to look after	/kujˈda.du/
381	sangue	blood	/ˈsɐ̃.ɡi/
382	nossos	our being addressed	/ˈnɔ.sus/
383	semana	week	/seˈmɐ̃.nɐ/
384	mesma	same	/ˈmez.mɐ/
385	usar	to use; to utilise; to employ; to make use of	/uˈza(ʁ)/
386	significa	to mean	
387	acredito	to believe	
388	querem	to want; to wish; to desire	/ˈkɛ.ɾẽj̃/
389	cinco	five	/ˈsĩ.ku/
390	acabou	to finish	/a.kaˈbo(w)/
391	problemas	problem	/pɾoˈblẽ.mɐs/
392	corpo	body	/ˈkoʁ.pu/
393	altura	height	/awˈtu.ɾɐ/
394	disseste	to speak; to pronounce; to utter; to say	/d͡ʒiˈsɛs.t͡ʃi/
395	nisso	contraction of em + isso, literally “in that thing ”:…	/ˈni.su/
396	chefe	chief, head, head man, boss	/ˈʃɛ.fi/
397	jogo	to play	/ˈʒo.ɡu/
398	guerra	war	/ˈɡɛ.ʁɐ/
399	fala	to speak; to talk	/ˈfa.lɐ/
400	procura	to search; to seek; to look for	/pɾoˈku.ɾɐ/
401	sabemos	to be aware, to know	/saˈbẽ.mus/
