rank	word	english
1141	nigdje	nowhere
1142	onako	in that way, so, like that
1143	lijevo	left
1144	usred	in the middle of
1145	krenuo	to move, set in motion
1146	poruka	message
1147	prijateljima	friend
1148	slatko	dessert
1149	de	where
1150	uzet	to take
1151	obje	both
1152	stanje	condition, state
1153	stare	old
1154	nekada	once, in former times
1155	otkaz	resignation
1156	prave	pure, true, genuine
1157	ispričati	to narrate, tell
1158	vjenčanje	wedding
1159	stiže	to arrive, reach
1160	podnijeti	to bear, endure, withstand
1161	klinac	kid, child
1162	dupe	ass
1163	najmanje	least
1164	budala	fool, idiot, simpleton
1165	kriva	guilty, culpable
1166	nađem	to find, discover
1167	nikako	in no way
1168	grozno	terribly
1169	odluka	decision
1170	ocu	father
1171	eno	look, see, behold
1172	veći	big, large
1173	cilj	aim, goal, purpose
1174	prihvatiti	to accept
1175	šala	joke
1176	odličan	excellent, great
1177	njegovim	his
1178	skupa	together, jointly
1179	dnk	initialism of dezoksiribonukleinska kiselina
1180	mirno	peacefully
1181	skroz	through
1182	signal	signal
1183	težak	heavy, weighty
1184	budete	second-person plural present of bȉti
1185	povrijediti	to hurt, injure, wound
1186	uzeli	to take
1187	desno	right
1188	platio	to pay
1189	mladi	young
1190	važi	to weigh
1191	vraća	third-person singular present of vraćati
1192	osobu	person
1193	zid	wall
1194	duže	debt
1195	ruka	arm
1196	pjesmu	poem
1197	igre	play
1198	nedavno	recently
1199	iste	same
1200	napustiti	to leave
1201	lijek	medicine, cure
1202	odmor	rest, relaxation
1203	velik	big, large
1204	poslali	to send
1205	partner	partner
1206	pita	to ask
1207	glupi	stupid, foolish
1208	prošlost	past, history
1209	ulice	street
1210	kamion	truck
1211	zadnja	back, rear, hind
1212	obaviti	to do, perform, complete, carry out
1213	dođem	to come, arrive
1214	mesto	instead of
